105/08/24,61000,66200,1.10,1.10,1.08,1.08,-0.04,3
105/08/25,563000,559810,1.06,1.06,0.94,0.96,-0.12,10
105/08/26,510000,488280,1.00,1.00,0.95,0.97,+0.01,11
105/08/29,357000,336350,0.91,0.99,0.90,0.98,+0.01,18
105/08/30,293000,278540,0.97,0.98,0.94,0.97,-0.01,11
105/08/31,521000,461920,0.92,0.92,0.87,0.87,-0.10,7
105/09/01,445000,400260,0.92,0.92,0.89,0.89,+0.02,11
105/09/02,1178000,919760,0.89,0.89,0.70,0.70,-0.19,26
105/09/05,365000,264350,0.70,0.78,0.69,0.76,+0.06,10
105/09/06,1483000,1218580,0.76,0.88,0.76,0.84,+0.08,18
105/09/07,1019000,904860,0.95,0.95,0.84,0.84,0.00,22
105/09/08,427000,350230,0.82,0.84,0.80,0.80,-0.04,8
105/09/09,535000,432820,0.81,0.82,0.79,0.80,0.00,10
105/09/10,1131000,811830,0.73,0.73,0.70,0.70,-0.10,14
105/09/12,381000,274560,0.74,0.74,0.70,0.70,0.00,6
105/09/13,89000,64970,0.73,0.73,0.73,0.73,+0.03,1
105/09/14,559000,334950,0.65,0.65,0.57,0.57,-0.16,6
105/09/19,319000,195040,0.59,0.65,0.59,0.65,+0.08,7
105/09/20,522000,328080,0.63,0.64,0.60,0.60,-0.05,10
105/09/21,40000,23300,0.61,0.61,0.56,0.58,-0.02,3
105/09/22,162000,99740,0.62,0.62,0.60,0.61,+0.03,5
105/09/23,1397000,1000690,0.66,0.75,0.66,0.73,+0.12,14
105/09/26,313000,223380,0.72,0.72,0.70,0.70,-0.03,5
105/09/29,114000,73240,0.66,0.66,0.64,0.64,-0.06,2
105/09/30,0,0,---,---,---,---,---,0
105/10/03,64000,37670,0.61,0.61,0.57,0.57,-0.04,4
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,345000,185570,0.49,0.57,0.49,0.57,+0.05,5
105/10/07,216000,114960,0.56,0.56,0.53,0.53,-0.04,3
105/10/11,558000,244530,0.49,0.50,0.35,0.36,-0.17,11
105/10/12,128000,45520,0.34,0.36,0.34,0.36,0.00,2
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,30000,9000,0.30,0.30,0.30,0.30,0.00,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,895000,341800,0.34,0.40,0.34,0.38,+0.09,9
105/10/26,460000,164400,0.36,0.36,0.34,0.34,-0.04,2
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,9000,2340,0.26,0.26,0.26,0.26,0.00,1
105/11/01,9000,2160,0.24,0.24,0.24,0.24,-0.02,1
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,530000,79800,0.16,0.16,0.15,0.15,0.00,4
105/11/07,5000,800,0.16,0.16,0.16,0.16,+0.01,1
105/11/08,10000,1300,0.13,0.13,0.13,0.13,-0.03,1
105/11/09,15000,1650,0.11,0.11,0.11,0.11,-0.02,1
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,60000,4800,0.08,0.08,0.08,0.08,0.00,2
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,20000,1200,0.06,0.06,0.06,0.06,-0.01,2
105/11/29,25000,1500,0.06,0.06,0.06,0.06,0.00,1
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
