105/08/24,89000,108550,1.23,1.23,1.15,1.15,-0.04,6
105/08/25,0,0,---,---,---,---,---,0
105/08/26,50000,55000,1.10,1.10,1.10,1.10,-0.05,1
105/08/29,70000,78400,1.12,1.12,1.12,1.12,+0.02,1
105/08/30,7000,7840,1.12,1.12,1.12,1.12,0.00,1
105/08/31,470000,590500,1.30,1.30,1.22,1.22,+0.10,9
105/09/01,634000,738810,1.13,1.19,1.13,1.16,-0.06,10
105/09/02,239000,258150,1.15,1.15,1.07,1.07,-0.09,5
105/09/05,306000,338360,1.12,1.12,1.09,1.11,+0.04,13
105/09/06,378000,419610,1.13,1.13,1.09,1.11,0.00,8
105/09/07,67000,72150,1.09,1.09,1.04,1.07,-0.04,7
105/09/08,20000,20880,1.04,1.06,1.04,1.06,-0.01,2
105/09/09,67000,69530,1.05,1.05,1.03,1.03,-0.03,3
105/09/10,7000,7040,1.00,1.01,1.00,1.01,-0.02,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,3000,2520,0.84,0.84,0.84,0.84,-0.13,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,135000,121000,0.88,0.92,0.88,0.92,+0.06,4
105/09/21,215000,190810,0.89,0.89,0.88,0.89,-0.03,6
105/09/22,80000,74400,0.93,0.93,0.93,0.93,+0.04,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,5000,2350,0.47,0.47,0.47,0.47,-0.01,1
105/10/25,5000,2350,0.47,0.47,0.47,0.47,0.00,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
