105/08/24,679000,488770,0.67,0.77,0.67,0.74,+0.05,14
105/08/25,963000,695810,0.72,0.74,0.70,0.73,-0.01,21
105/08/26,192000,138210,0.73,0.73,0.70,0.70,-0.03,8
105/08/29,252000,180000,0.73,0.73,0.70,0.70,0.00,9
105/08/30,1985000,1601360,0.74,0.86,0.74,0.83,+0.13,52
105/08/31,2165000,1891140,0.87,0.89,0.84,0.88,+0.05,57
105/09/01,612000,510280,0.89,0.89,0.80,0.83,-0.05,30
105/09/02,813000,608900,0.82,0.82,0.72,0.72,-0.11,26
105/09/05,773000,603630,0.75,0.81,0.73,0.79,+0.07,24
105/09/06,347000,278140,0.81,0.82,0.78,0.79,0.00,13
105/09/07,426000,326050,0.81,0.81,0.74,0.75,-0.04,14
105/09/08,1693000,1301760,0.75,0.80,0.73,0.79,+0.04,30
105/09/09,1229000,949170,0.74,0.79,0.74,0.77,-0.02,25
105/09/10,340000,226460,0.63,0.69,0.63,0.65,-0.12,18
105/09/12,654000,413280,0.64,0.65,0.62,0.62,-0.03,14
105/09/13,480000,283260,0.63,0.63,0.57,0.59,-0.03,11
105/09/14,98000,55100,0.57,0.57,0.55,0.57,-0.02,6
105/09/19,150000,95000,0.63,0.64,0.63,0.63,+0.06,8
105/09/20,23000,13970,0.61,0.61,0.59,0.59,-0.04,3
105/09/21,230000,144700,0.62,0.63,0.62,0.63,+0.04,4
105/09/22,285000,192250,0.67,0.68,0.65,0.65,+0.02,7
105/09/23,92000,56220,0.62,0.62,0.60,0.60,-0.05,7
105/09/26,167000,98970,0.59,0.61,0.58,0.59,-0.01,9
105/09/29,482000,283530,0.58,0.60,0.57,0.57,-0.02,7
105/09/30,456000,251820,0.55,0.56,0.54,0.55,-0.02,14
105/10/03,286000,161160,0.57,0.57,0.55,0.57,+0.02,8
105/10/04,1802000,1108280,0.60,0.63,0.60,0.62,+0.05,39
105/10/05,1775000,1034280,0.62,0.62,0.53,0.58,-0.04,47
105/10/06,307000,176840,0.59,0.59,0.57,0.57,-0.01,14
105/10/07,319000,169600,0.55,0.56,0.51,0.51,-0.06,25
105/10/11,265000,115580,0.49,0.50,0.41,0.42,-0.09,29
105/10/12,64000,26210,0.40,0.42,0.40,0.41,-0.01,8
105/10/13,21000,8150,0.40,0.40,0.38,0.38,-0.03,5
105/10/14,58000,20660,0.37,0.37,0.34,0.34,-0.04,5
105/10/17,8000,2460,0.30,0.32,0.30,0.32,-0.02,3
105/10/18,130000,43780,0.32,0.35,0.32,0.33,+0.01,16
105/10/19,199000,66120,0.34,0.34,0.33,0.33,0.00,9
105/10/20,101000,33130,0.33,0.33,0.32,0.33,0.00,6
105/10/21,18000,5980,0.34,0.34,0.33,0.33,0.00,3
105/10/24,78000,24880,0.32,0.32,0.31,0.31,-0.02,3
105/10/25,95000,31240,0.32,0.34,0.32,0.32,+0.01,8
105/10/26,13000,4030,0.31,0.31,0.31,0.31,-0.01,3
105/10/27,2000,600,0.30,0.30,0.30,0.30,-0.01,1
105/10/28,99000,26730,0.27,0.27,0.27,0.27,-0.03,1
105/10/31,107000,27860,0.27,0.27,0.26,0.26,-0.01,3
105/11/01,4000,1080,0.27,0.27,0.27,0.27,+0.01,1
105/11/02,99000,23760,0.24,0.24,0.24,0.24,-0.03,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,85000,13650,0.19,0.19,0.14,0.14,-0.05,6
105/11/10,64000,8960,0.14,0.14,0.14,0.14,0.00,2
105/11/11,35000,3850,0.11,0.11,0.11,0.11,-0.03,1
105/11/14,116000,9280,0.08,0.08,0.08,0.08,-0.03,4
105/11/15,55000,4300,0.08,0.08,0.07,0.07,-0.01,3
105/11/16,130000,9900,0.07,0.08,0.07,0.08,+0.01,8
105/11/17,1000,160,0.16,0.16,0.16,0.16,+0.08,1
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,1000,160,0.16,0.16,0.16,0.16,0.00,1
105/11/23,58000,12560,0.16,0.32,0.16,0.32,+0.16,5
105/11/24,7000,1440,0.22,0.22,0.12,0.12,-0.20,2
105/11/25,1000,220,0.22,0.22,0.22,0.22,+0.10,1
105/11/28,70000,10450,0.15,0.15,0.14,0.14,-0.08,3
105/11/29,0,0,---,---,---,---,---,0
105/11/30,30000,3000,0.10,0.10,0.10,0.10,-0.04,1
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,24000,1200,0.05,0.05,0.05,0.05,-0.05,1
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,20000,400,0.02,0.02,0.02,0.02,-0.03,1
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
