105/11/15,10000,8200,0.82,0.82,0.82,0.82,-0.04,1
105/11/16,530000,498200,0.94,0.94,0.94,0.94,+0.12,8
105/11/17,510000,464100,0.91,0.91,0.91,0.91,-0.03,3
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,19000,15200,0.80,0.80,0.80,0.80,+0.01,1
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,19000,14820,0.78,0.78,0.78,0.78,-0.01,1
105/12/05,0,0,---,---,---,---,---,0
105/12/06,10000,8300,0.83,0.83,0.83,0.83,+0.05,1
105/12/07,0,0,---,---,---,---,---,0
