105/08/24,1822000,874020,0.46,0.53,0.46,0.51,+0.07,15
105/08/25,2317000,1173640,0.49,0.54,0.47,0.54,+0.03,19
105/08/26,396000,211900,0.53,0.56,0.52,0.52,-0.02,13
105/08/29,0,0,---,---,---,---,---,0
105/08/30,120000,53500,0.45,0.45,0.44,0.44,-0.02,4
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,682000,254200,0.40,0.40,0.37,0.37,-0.04,5
105/09/05,0,0,---,---,---,---,---,0
105/09/06,410000,189000,0.42,0.50,0.42,0.50,+0.10,5
105/09/07,270000,126900,0.47,0.47,0.47,0.47,-0.03,5
105/09/08,280000,141900,0.51,0.51,0.48,0.48,+0.01,2
105/09/09,395000,191050,0.48,0.49,0.48,0.49,+0.01,6
105/09/10,270000,116100,0.43,0.43,0.43,0.43,-0.06,5
105/09/12,0,0,---,---,---,---,---,0
105/09/13,10000,4200,0.42,0.42,0.42,0.42,-0.01,1
105/09/14,50000,21500,0.43,0.43,0.43,0.43,+0.01,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,300000,135000,0.45,0.45,0.45,0.45,+0.03,4
105/09/21,232000,102080,0.44,0.44,0.44,0.44,-0.01,3
105/09/22,70000,29800,0.44,0.44,0.42,0.42,-0.02,2
105/09/23,70000,27300,0.39,0.39,0.39,0.39,-0.03,2
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,30000,10500,0.35,0.35,0.35,0.35,+0.01,1
105/10/04,2327000,971060,0.37,0.46,0.37,0.45,+0.10,16
105/10/05,3613000,1762290,0.45,0.51,0.45,0.48,+0.03,42
105/10/06,1411000,761730,0.51,0.57,0.50,0.52,+0.04,24
105/10/07,2199000,1225150,0.51,0.59,0.51,0.54,+0.02,29
105/10/11,643000,293210,0.53,0.53,0.43,0.44,-0.10,13
105/10/12,1481000,711550,0.43,0.55,0.43,0.55,+0.11,23
105/10/13,274000,160510,0.56,0.60,0.56,0.56,+0.01,14
105/10/14,378000,174610,0.52,0.52,0.44,0.46,-0.10,8
105/10/17,295000,127500,0.39,0.46,0.39,0.46,0.00,4
105/10/18,39000,16770,0.43,0.43,0.43,0.43,-0.03,3
105/10/19,1482000,698130,0.44,0.51,0.44,0.48,+0.05,15
105/10/20,1725000,821380,0.46,0.48,0.43,0.43,-0.05,10
105/10/21,380000,162000,0.43,0.43,0.41,0.42,-0.01,4
105/10/24,1072000,493980,0.43,0.47,0.43,0.44,+0.02,14
105/10/25,849000,389340,0.46,0.46,0.42,0.46,+0.02,7
105/10/26,610000,287800,0.48,0.48,0.47,0.47,+0.01,4
105/10/27,160000,65900,0.41,0.44,0.41,0.44,-0.03,3
105/10/28,510000,199100,0.39,0.41,0.39,0.41,-0.03,3
105/10/31,1079000,428500,0.36,0.41,0.36,0.41,0.00,8
105/11/01,949000,297680,0.30,0.32,0.30,0.30,-0.11,5
105/11/02,100000,32000,0.32,0.32,0.32,0.32,+0.02,1
105/11/03,60000,16900,0.28,0.29,0.28,0.29,-0.03,2
105/11/04,0,0,---,---,---,---,---,0
105/11/07,10000,3000,0.30,0.30,0.30,0.30,+0.02,1
105/11/08,20000,4800,0.24,0.24,0.24,0.24,-0.06,1
105/11/09,600000,125990,0.22,0.22,0.19,0.21,-0.03,4
105/11/10,600000,138000,0.23,0.23,0.23,0.23,+0.02,4
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,10000,1400,0.14,0.14,0.14,0.14,+0.01,1
105/11/23,582000,64020,0.11,0.11,0.11,0.11,-0.03,3
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
