105/08/24,561000,555150,1.00,1.02,0.97,0.98,-0.06,24
105/08/25,1461000,1473680,0.94,1.02,0.94,1.00,+0.02,10
105/08/26,298000,288400,1.00,1.00,0.95,0.95,-0.05,7
105/08/29,1117000,1072550,0.93,1.00,0.93,0.96,+0.01,8
105/08/30,190000,182600,0.98,0.98,0.93,0.93,-0.03,4
105/08/31,78000,70500,0.92,0.92,0.89,0.89,-0.04,6
105/09/01,90000,77400,0.86,0.86,0.86,0.86,-0.03,1
105/09/02,145000,105950,0.74,0.74,0.67,0.67,-0.19,3
105/09/05,32000,21560,0.68,0.68,0.67,0.67,0.00,2
105/09/06,275000,153340,0.55,0.60,0.55,0.60,-0.07,8
105/09/07,302000,167990,0.55,0.57,0.54,0.56,-0.04,8
105/09/08,2080000,1125550,0.54,0.58,0.53,0.53,-0.03,12
105/09/09,1751000,998800,0.56,0.59,0.56,0.59,+0.06,9
105/09/10,915000,497370,0.54,0.56,0.52,0.55,-0.04,15
105/09/12,53000,28160,0.54,0.54,0.52,0.52,-0.03,2
105/09/13,70000,31600,0.46,0.46,0.45,0.45,-0.07,2
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,330000,171650,0.52,0.53,0.52,0.53,+0.01,6
105/09/21,230000,120600,0.53,0.53,0.52,0.52,-0.01,4
105/09/22,100000,52000,0.52,0.52,0.52,0.52,0.00,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,17000,8440,0.52,0.52,0.48,0.48,-0.04,2
105/09/29,7000,3290,0.47,0.47,0.47,0.47,-0.01,1
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,180000,70400,0.38,0.40,0.38,0.40,+0.03,3
105/10/05,130000,36400,0.28,0.28,0.28,0.28,-0.12,2
105/10/06,250000,62500,0.25,0.25,0.25,0.25,-0.03,2
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,30000,5700,0.19,0.19,0.19,0.19,+0.07,1
105/10/25,30000,5100,0.17,0.17,0.17,0.17,-0.02,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,42000,5880,0.14,0.14,0.14,0.14,0.00,1
105/11/01,42000,5460,0.13,0.13,0.13,0.13,-0.01,1
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
