105/08/24,1082000,702000,0.59,0.68,0.59,0.65,+0.13,22
105/08/25,675000,401440,0.62,0.62,0.58,0.60,-0.05,16
105/08/26,271000,180750,0.68,0.68,0.65,0.66,+0.06,13
105/08/29,339000,206080,0.62,0.62,0.58,0.62,-0.04,5
105/08/30,276000,163360,0.60,0.60,0.58,0.58,-0.04,3
105/08/31,67000,37520,0.56,0.56,0.56,0.56,-0.02,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,202000,98350,0.42,0.49,0.42,0.46,+0.03,6
105/09/05,139000,57430,0.40,0.43,0.40,0.43,-0.03,2
105/09/06,48000,19680,0.41,0.41,0.41,0.41,-0.02,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,20000,4200,0.21,0.21,0.21,0.21,-0.03,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,15000,2850,0.19,0.19,0.19,0.19,-0.03,2
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
