105/08/24,447000,269680,0.60,0.61,0.60,0.61,+0.03,2
105/08/25,447000,281610,0.63,0.63,0.63,0.63,+0.02,2
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,422000,262340,0.61,0.65,0.61,0.65,+0.12,2
105/09/07,422000,259880,0.61,0.63,0.61,0.63,-0.02,2
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,299000,179400,0.60,0.60,0.60,0.60,+0.03,1
105/09/21,299000,176410,0.59,0.59,0.59,0.59,-0.01,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,10000,6500,0.65,0.65,0.65,0.65,+0.03,1
105/10/06,444000,308080,0.67,0.73,0.67,0.73,+0.08,4
105/10/07,461000,332280,0.72,0.77,0.70,0.77,+0.04,8
