105/08/24,96000,144000,1.50,1.50,1.50,1.50,-0.03,3
105/08/25,40000,61600,1.54,1.54,1.54,1.54,+0.04,2
105/08/26,0,0,---,---,---,---,---,0
105/08/29,115000,171650,1.49,1.55,1.49,1.55,+0.05,5
105/08/30,110000,163680,1.47,1.53,1.47,1.53,-0.02,2
105/08/31,0,0,---,---,---,---,---,0
105/09/01,70000,100600,1.43,1.46,1.43,1.46,+0.02,3
105/09/02,70000,97100,1.40,1.40,1.36,1.36,-0.10,3
105/09/05,0,0,---,---,---,---,---,0
105/09/06,177000,253480,1.41,1.47,1.41,1.47,+0.11,6
105/09/07,155000,254700,1.52,1.71,1.48,1.67,+0.20,11
105/09/08,131000,215920,1.65,1.70,1.62,1.68,+0.01,8
105/09/09,0,0,---,---,---,---,---,0
105/09/10,70000,102200,1.46,1.46,1.46,1.46,-0.22,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,11000,15180,1.38,1.38,1.38,1.38,-0.10,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,50000,91100,1.86,1.86,1.78,1.78,+0.36,5
105/09/21,10000,18800,1.88,1.88,1.88,1.88,+0.10,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,230000,386000,1.65,1.68,1.65,1.68,+0.03,4
105/09/30,230000,384700,1.68,1.68,1.65,1.65,-0.03,4
105/10/03,8000,12640,1.58,1.58,1.58,1.58,-0.07,1
105/10/04,19000,29350,1.45,1.63,1.45,1.63,+0.05,2
105/10/05,17000,25160,1.48,1.48,1.48,1.48,-0.15,1
105/10/06,39000,53010,1.39,1.39,1.34,1.34,-0.14,4
105/10/07,9000,11880,1.32,1.32,1.32,1.32,-0.02,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,95000,103550,1.09,1.09,1.09,1.09,-0.10,1
105/10/14,40000,38000,0.96,0.96,0.94,0.94,-0.15,2
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,100000,93800,0.95,0.95,0.93,0.93,+0.08,10
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,130000,91300,0.70,0.71,0.70,0.71,-0.14,2
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,70000,51800,0.70,0.76,0.70,0.74,+0.02,5
105/11/15,10000,8000,0.80,0.80,0.80,0.80,+0.06,1
105/11/16,0,0,---,---,---,---,---,0
105/11/17,20000,15700,0.79,0.79,0.78,0.78,+0.05,2
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,10000,9400,0.94,0.94,0.94,0.94,+0.09,1
