105/08/24,84000,38040,0.46,0.46,0.44,0.45,-0.03,5
105/08/25,1000,500,0.50,0.50,0.50,0.50,+0.05,1
105/08/26,558000,292340,0.52,0.53,0.51,0.51,+0.01,6
105/08/29,846000,426470,0.52,0.52,0.48,0.49,-0.02,38
105/08/30,1739000,874800,0.50,0.51,0.49,0.51,+0.02,23
105/08/31,1414000,692760,0.48,0.49,0.48,0.49,-0.02,9
105/09/01,10000,4700,0.47,0.47,0.47,0.47,-0.02,1
105/09/02,49000,15190,0.31,0.31,0.31,0.31,-0.16,3
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,946000,373740,0.35,0.40,0.35,0.39,+0.06,5
105/09/08,140000,66300,0.47,0.49,0.47,0.49,+0.10,3
105/09/09,1279000,629180,0.48,0.51,0.48,0.48,-0.01,9
105/09/10,595000,260200,0.43,0.44,0.43,0.44,-0.04,9
105/09/12,497000,211830,0.44,0.44,0.37,0.37,-0.07,6
105/09/13,119000,42550,0.35,0.37,0.35,0.37,0.00,5
105/09/14,153000,50490,0.33,0.33,0.33,0.33,-0.04,3
105/09/19,1046000,417400,0.37,0.41,0.37,0.38,+0.05,8
105/09/20,1400000,524380,0.39,0.39,0.36,0.36,-0.02,7
105/09/21,479000,162860,0.33,0.35,0.33,0.35,-0.01,3
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,15000,4950,0.33,0.33,0.33,0.33,-0.03,1
105/09/30,10000,3700,0.37,0.37,0.37,0.37,+0.04,1
105/10/03,452000,160660,0.33,0.41,0.33,0.40,+0.03,5
105/10/04,412000,167580,0.41,0.41,0.38,0.38,-0.02,15
105/10/05,10000,4000,0.40,0.40,0.40,0.40,+0.02,1
105/10/06,15000,5450,0.36,0.37,0.36,0.37,-0.03,2
105/10/07,180000,73800,0.41,0.41,0.41,0.41,+0.04,1
105/10/11,1028000,348410,0.39,0.39,0.32,0.32,-0.09,8
105/10/12,799000,263670,0.33,0.33,0.33,0.33,+0.01,9
105/10/13,245000,95400,0.39,0.39,0.38,0.38,+0.05,3
105/10/14,215000,70950,0.33,0.33,0.33,0.33,-0.05,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,281000,75870,0.27,0.27,0.27,0.27,-0.02,4
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
