105/08/24,100000,179390,1.80,1.83,1.75,1.83,+0.01,6
105/08/25,80000,137600,1.72,1.72,1.72,1.72,-0.11,4
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,10000,19800,1.98,1.98,1.98,1.98,+0.23,1
105/09/08,10000,20200,2.02,2.02,2.02,2.02,+0.04,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,49000,98980,2.02,2.02,2.02,2.02,+0.13,1
105/09/13,49000,93100,1.90,1.90,1.90,1.90,-0.12,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,297000,570240,1.92,1.92,1.92,1.92,+0.19,1
105/09/20,297000,558360,1.88,1.88,1.88,1.88,-0.04,1
105/09/21,10000,17700,1.77,1.77,1.77,1.77,-0.11,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,238000,404820,1.78,1.78,1.69,1.71,+0.01,4
105/09/29,238000,454380,1.95,1.95,1.89,1.89,+0.18,3
105/09/30,5000,10320,2.04,2.10,2.04,2.10,+0.21,2
105/10/03,15000,33500,2.23,2.24,2.23,2.24,+0.14,2
105/10/04,337000,748840,2.22,2.24,2.22,2.23,-0.01,3
105/10/05,634000,1415990,2.23,2.24,2.21,2.24,+0.01,3
105/10/06,307000,753520,2.46,2.46,2.29,2.29,+0.05,2
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,283000,387740,1.38,1.38,1.37,1.37,-0.10,2
105/10/26,283000,407430,1.41,1.44,1.41,1.44,+0.07,2
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,150000,184500,1.23,1.23,1.23,1.23,-0.17,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,157000,197610,1.26,1.26,1.23,1.23,-0.05,2
105/11/03,7000,7000,1.00,1.00,1.00,1.00,-0.23,1
105/11/04,0,0,---,---,---,---,---,0
105/11/07,25000,21750,0.87,0.87,0.87,0.87,0.00,1
105/11/08,25000,15250,0.61,0.61,0.61,0.61,-0.26,1
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,20000,7400,0.37,0.37,0.37,0.37,-0.06,1
105/11/22,396000,150480,0.38,0.38,0.38,0.38,+0.01,1
105/11/23,0,0,---,---,---,---,---,0
105/11/24,396000,142560,0.36,0.36,0.36,0.36,-0.02,1
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,20000,3600,0.18,0.18,0.18,0.18,-0.05,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,3000,770,0.24,0.27,0.24,0.27,+0.11,3
105/12/16,3000,750,0.25,0.25,0.25,0.25,-0.02,2
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,3000,450,0.15,0.15,0.15,0.15,-0.02,1
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,3000,300,0.10,0.10,0.10,0.10,0.00,1
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
106/01/19,0,0,---,---,---,---,---,0
