105/08/24,30000,6000,0.20,0.20,0.20,0.20,0.00,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,30000,6830,0.22,0.24,0.22,0.24,+0.04,4
105/08/29,0,0,---,---,---,---,---,0
105/08/30,81000,19940,0.26,0.26,0.24,0.24,+0.01,9
105/08/31,80000,17200,0.21,0.22,0.21,0.22,-0.02,8
105/09/01,0,0,---,---,---,---,---,0
105/09/02,56000,12040,0.21,0.22,0.19,0.19,-0.02,6
105/09/05,0,0,---,---,---,---,---,0
105/09/06,5000,800,0.16,0.16,0.16,0.16,-0.03,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,11000,1870,0.17,0.17,0.17,0.17,+0.01,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,60000,7920,0.12,0.15,0.12,0.15,+0.03,7
105/09/22,0,0,---,---,---,---,---,0
105/09/23,51000,6150,0.12,0.15,0.12,0.15,0.00,2
105/09/26,31000,4120,0.12,0.14,0.12,0.14,-0.01,3
105/09/29,20000,2800,0.14,0.14,0.14,0.14,0.00,2
105/09/30,10000,1300,0.13,0.13,0.13,0.13,-0.01,1
105/10/03,75000,8500,0.11,0.12,0.11,0.12,-0.01,4
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,40000,3450,0.09,0.09,0.08,0.08,-0.02,2
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,69000,4140,0.06,0.06,0.06,0.06,-0.02,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
