105/08/24,69000,85110,1.15,1.35,1.15,1.35,+0.21,6
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,21000,21050,1.05,1.05,1.00,1.00,-0.15,2
105/08/30,50000,65650,1.24,1.33,1.24,1.33,+0.33,4
105/08/31,47000,64970,1.43,1.43,1.31,1.41,+0.08,5
105/09/01,0,0,---,---,---,---,---,0
105/09/02,20000,25800,1.29,1.29,1.29,1.29,-0.01,2
105/09/05,0,0,---,---,---,---,---,0
105/09/06,5000,7050,1.41,1.41,1.41,1.41,+0.15,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,4000,6420,1.53,1.68,1.53,1.68,+0.32,4
105/09/09,1000,1630,1.63,1.63,1.63,1.63,-0.05,1
105/09/10,20000,28800,1.44,1.44,1.44,1.44,-0.19,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,1000,1310,1.31,1.31,1.31,1.31,-0.12,1
105/09/14,2000,2760,1.35,1.41,1.35,1.41,+0.10,2
105/09/19,0,0,---,---,---,---,---,0
105/09/20,4000,7010,1.66,1.85,1.66,1.85,+0.41,4
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,4000,7150,1.70,1.87,1.70,1.87,+0.44,4
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,100000,213000,2.13,2.13,2.13,2.13,-0.05,1
105/10/06,155000,422550,2.63,2.91,2.63,2.91,+0.78,3
105/10/07,50000,139500,2.79,2.79,2.79,2.79,-0.12,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,102000,175700,1.72,1.91,1.72,1.91,+0.50,3
105/10/18,0,0,---,---,---,---,---,0
105/10/19,100000,205000,2.05,2.05,2.05,2.05,+0.20,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,15000,37950,2.53,2.53,2.53,2.53,+0.31,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
