105/08/24,20000,43600,2.18,2.18,2.18,2.18,-0.17,2
105/08/25,26000,52500,2.00,2.04,1.91,1.91,-0.27,5
105/08/26,7000,14060,1.88,2.06,1.88,2.06,+0.15,2
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,2000,4480,2.24,2.24,2.24,2.24,+0.11,1
105/09/01,2000,5100,2.55,2.55,2.55,2.55,+0.31,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,2000,5440,2.72,2.72,2.72,2.72,+0.17,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,4000,12000,3.00,3.00,3.00,3.00,+0.28,2
105/09/08,2000,6020,3.01,3.01,3.01,3.01,+0.01,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,20000,27900,1.45,1.45,1.34,1.34,-0.66,2
105/10/17,20000,27200,1.36,1.36,1.36,1.36,+0.02,2
105/10/18,29000,46560,1.55,2.04,1.55,2.04,+0.68,4
105/10/19,27000,53600,2.00,2.00,1.96,2.00,-0.04,3
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
