105/10/13,11000,7840,0.74,0.74,0.71,0.71,-0.22,2
105/10/14,0,0,---,---,---,---,---,0
105/10/17,15000,8250,0.55,0.55,0.55,0.55,-0.13,1
105/10/18,1000,620,0.62,0.62,0.62,0.62,+0.07,1
105/10/19,20000,12900,0.67,0.67,0.62,0.62,0.00,2
105/10/20,2000,1220,0.61,0.61,0.61,0.61,-0.01,1
105/10/21,15000,10050,0.67,0.67,0.67,0.67,+0.06,1
105/10/24,1000,650,0.65,0.65,0.65,0.65,-0.02,1
105/10/25,856000,593670,0.67,0.72,0.67,0.72,+0.07,10
105/10/26,855000,630360,0.74,0.74,0.72,0.74,+0.02,7
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,15000,9200,0.61,0.62,0.61,0.62,-0.02,2
105/11/01,130000,83200,0.64,0.64,0.64,0.64,+0.02,2
105/11/02,135000,75900,0.59,0.59,0.56,0.56,-0.08,2
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,6000,2900,0.51,0.51,0.43,0.43,-0.07,2
105/11/09,0,0,---,---,---,---,---,0
105/11/10,6000,2940,0.49,0.49,0.49,0.49,+0.06,1
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,20000,9200,0.46,0.46,0.46,0.46,+0.03,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,21000,10070,0.48,0.48,0.47,0.47,+0.02,2
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,1000,420,0.42,0.42,0.42,0.42,-0.02,1
105/11/29,0,0,---,---,---,---,---,0
105/11/30,2000,830,0.43,0.43,0.40,0.40,-0.02,2
105/12/01,5000,1940,0.38,0.39,0.38,0.39,-0.01,2
105/12/02,0,0,---,---,---,---,---,0
105/12/05,5000,1850,0.37,0.37,0.37,0.37,-0.02,1
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,220000,103100,0.48,0.48,0.46,0.46,+0.06,6
105/12/09,90000,40450,0.45,0.45,0.44,0.45,-0.01,3
105/12/12,90000,36900,0.41,0.41,0.41,0.41,-0.04,3
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,93000,38460,0.42,0.42,0.41,0.42,+0.04,3
105/12/21,33000,12870,0.39,0.39,0.39,0.39,-0.03,2
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
