105/08/24,335000,236100,0.70,0.72,0.70,0.70,0.00,14
105/08/25,770000,582300,0.73,0.78,0.73,0.78,+0.08,17
105/08/26,140000,102800,0.74,0.74,0.72,0.72,-0.06,5
105/08/29,10000,6700,0.67,0.67,0.67,0.67,-0.05,1
105/08/30,240000,158800,0.66,0.67,0.66,0.67,0.00,2
105/08/31,32000,26240,0.82,0.82,0.82,0.82,+0.15,2
105/09/01,0,0,---,---,---,---,---,0
105/09/02,100000,71000,0.71,0.71,0.71,0.71,-0.03,1
105/09/05,245000,158900,0.64,0.67,0.64,0.66,-0.05,5
105/09/06,130000,87000,0.67,0.67,0.66,0.66,0.00,3
105/09/07,20000,13300,0.67,0.67,0.66,0.67,+0.01,3
105/09/08,216000,152760,0.66,0.72,0.66,0.72,+0.05,4
105/09/09,240000,165800,0.71,0.71,0.68,0.68,-0.04,4
105/09/10,105000,65150,0.63,0.63,0.61,0.63,-0.05,3
105/09/12,35000,21800,0.64,0.64,0.62,0.62,-0.01,3
105/09/13,70000,38500,0.55,0.55,0.55,0.55,-0.07,2
105/09/14,0,0,---,---,---,---,---,0
105/09/19,541000,338740,0.56,0.66,0.56,0.65,+0.12,9
105/09/20,761000,511420,0.68,0.70,0.65,0.70,+0.05,8
105/09/21,315000,207450,0.67,0.67,0.63,0.64,-0.06,7
105/09/22,0,0,---,---,---,---,---,0
105/09/23,155000,101200,0.64,0.66,0.64,0.66,+0.02,6
105/09/26,190000,123050,0.65,0.66,0.62,0.62,-0.04,6
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,200000,116000,0.57,0.59,0.57,0.59,+0.05,2
105/10/05,350000,199600,0.57,0.58,0.56,0.56,-0.03,6
105/10/06,0,0,---,---,---,---,---,0
105/10/07,100000,45000,0.45,0.45,0.45,0.45,-0.09,2
105/10/11,390000,132400,0.35,0.35,0.32,0.33,-0.12,4
105/10/12,100000,34000,0.34,0.34,0.34,0.34,+0.01,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,600000,144000,0.24,0.24,0.24,0.24,0.00,7
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,20000,4600,0.23,0.23,0.23,0.23,0.00,1
105/10/24,20000,4800,0.24,0.24,0.24,0.24,+0.01,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,20000,3600,0.18,0.18,0.18,0.18,-0.03,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,600000,96000,0.16,0.16,0.16,0.16,-0.01,2
105/11/02,50000,6000,0.12,0.12,0.12,0.12,-0.04,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
