105/08/24,0,0,--,--,--,--,,0
105/08/25,0,0,--,--,--,--,,0
105/08/26,0,0,--,--,--,--,,0
105/08/29,0,0,--,--,--,--,,0
105/08/30,0,0,--,--,--,--,,0
105/08/31,0,0,--,--,--,--,,0
105/09/01,0,0,--,--,--,--,,0
105/09/02,25000,49750,1.99,1.99,1.99,1.99,X,1
105/09/05,0,0,--,--,--,--,,0
105/09/06,0,0,--,--,--,--,,0
105/09/07,0,0,--,--,--,--,,0
105/09/08,0,0,--,--,--,--,,0
105/09/09,0,0,--,--,--,--,,0
105/09/10,30000,58750,1.95,1.96,1.95,1.96,X,2
105/09/12,25000,50250,2.01,2.01,2.01,2.01,0.05,1
105/09/13,25000,50750,2.03,2.03,2.03,2.03,0.02,1
105/09/14,30000,61200,2.04,2.04,2.04,2.04,0.01,5
105/09/19,36000,67880,1.89,1.89,1.83,1.83,-0.21,3
105/09/20,0,0,--,--,--,--,,0
105/09/21,0,0,--,--,--,--,,0
105/09/22,32000,53640,1.64,1.70,1.64,1.70,X,5
105/09/23,21000,35250,1.68,1.68,1.65,1.65,-0.05,3
105/09/26,21000,35700,1.69,1.71,1.69,1.71,0.06,3
105/09/29,17000,27100,1.65,1.65,1.58,1.58,-0.13,3
105/09/30,8000,13680,1.70,1.73,1.70,1.72,0.14,3
105/10/03,8000,13520,1.69,1.69,1.69,1.69,-0.03,2
105/10/04,50000,83500,1.67,1.67,1.67,1.67,-0.02,1
105/10/05,0,0,--,--,--,--,,0
105/10/06,0,0,--,--,--,--,,0
105/10/07,0,0,--,--,--,--,,0
105/10/11,1000,1640,1.64,1.64,1.64,1.64,X,1
105/10/12,7000,11580,1.66,1.66,1.64,1.64,,2
105/10/13,0,0,--,--,--,--,,0
105/10/14,0,0,--,--,--,--,,0
105/10/17,62000,105600,1.70,1.76,1.68,1.68,X,4
105/10/18,0,0,--,--,--,--,,0
105/10/19,0,0,--,--,--,--,,0
105/10/20,5000,7700,1.54,1.54,1.54,1.54,X,1
