105/08/24,175000,100050,0.58,0.58,0.57,0.58,-0.04,3
105/08/25,5000,2950,0.59,0.59,0.59,0.59,+0.01,1
105/08/26,346000,234880,0.66,0.70,0.64,0.66,+0.07,8
105/08/29,324000,209830,0.65,0.66,0.60,0.62,-0.04,9
105/08/30,52000,34620,0.68,0.68,0.65,0.66,+0.04,4
105/08/31,12000,7900,0.66,0.66,0.65,0.65,-0.01,2
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,523000,268480,0.49,0.53,0.49,0.53,+0.11,7
105/09/08,258000,145820,0.52,0.62,0.52,0.62,+0.09,5
105/09/09,455000,285940,0.64,0.64,0.58,0.58,-0.04,5
105/09/10,45000,23400,0.52,0.52,0.52,0.52,-0.06,5
105/09/12,5000,2450,0.49,0.49,0.49,0.49,-0.03,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,276000,146280,0.53,0.53,0.53,0.53,+0.10,4
105/09/20,276000,129720,0.47,0.47,0.47,0.47,-0.06,2
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,61000,33040,0.54,0.56,0.54,0.56,+0.10,2
105/10/04,158000,81270,0.50,0.53,0.50,0.53,-0.03,3
105/10/05,102000,49980,0.49,0.49,0.49,0.49,-0.04,2
105/10/06,0,0,---,---,---,---,---,0
105/10/07,45000,25050,0.57,0.57,0.55,0.55,+0.05,4
105/10/11,60000,28600,0.50,0.50,0.45,0.45,-0.10,3
105/10/12,0,0,---,---,---,---,---,0
105/10/13,20000,11000,0.55,0.55,0.55,0.55,+0.09,1
105/10/14,119000,59420,0.49,0.52,0.49,0.49,-0.06,3
105/10/17,99000,43560,0.44,0.44,0.44,0.44,-0.05,2
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,20000,2200,0.11,0.11,0.11,0.11,+0.01,1
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
