105/08/24,2000,4950,2.30,2.65,2.30,2.65,+0.38,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,4000,10960,2.74,2.74,2.74,2.74,+0.01,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,1000,2600,2.60,2.60,2.60,2.60,-0.24,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,2000,5500,2.75,2.75,2.75,2.75,-0.10,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,2000,4520,2.26,2.26,2.26,2.26,-0.24,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,30000,70050,2.33,2.34,2.33,2.34,+0.14,3
105/09/20,30000,73800,2.46,2.46,2.46,2.46,+0.12,2
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
