105/08/24,130000,110900,0.86,0.86,0.83,0.83,-0.03,2
105/08/25,160000,129600,0.81,0.81,0.81,0.81,-0.02,2
105/08/26,100000,81000,0.81,0.81,0.81,0.81,0.00,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,100000,83000,0.83,0.83,0.83,0.83,+0.06,1
105/08/31,100000,84000,0.84,0.84,0.84,0.84,+0.01,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,143000,88380,0.60,0.66,0.60,0.66,+0.07,2
105/09/07,186000,116890,0.64,0.64,0.61,0.61,-0.05,3
105/09/08,344000,247590,0.68,0.77,0.68,0.77,+0.16,5
105/09/09,300000,201000,0.69,0.69,0.66,0.66,-0.11,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,100000,70000,0.70,0.70,0.70,0.70,+0.02,1
105/09/13,100000,68000,0.68,0.68,0.68,0.68,-0.02,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,100000,67000,0.67,0.67,0.67,0.67,+0.02,1
105/09/20,100000,66000,0.66,0.66,0.66,0.66,-0.01,1
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
