105/08/24,1000,17850,17.85,17.85,17.85,17.85,+0.25,1
105/08/25,1000,18300,18.30,18.30,18.30,18.30,+0.45,1
105/08/26,1000,18850,18.85,18.85,18.85,18.85,+0.55,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,1000,18300,18.30,18.30,18.30,18.30,+0.70,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,2000,33950,16.95,17.00,16.95,17.00,-0.55,2
105/09/09,2000,34350,17.00,17.35,17.00,17.35,+0.35,2
105/09/10,2000,37000,19.05,19.05,17.95,17.95,+0.60,2
105/09/12,4000,68350,17.10,17.15,17.05,17.05,-0.90,3
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,1000,17600,17.60,17.60,17.60,17.60,+0.55,1
105/09/21,129,2076,---,---,---,---,---,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,5000,79650,15.75,16.90,15.65,16.90,-0.25,4
105/10/07,4000,66050,16.50,16.55,16.50,16.50,-0.40,4
105/10/11,2000,32100,16.05,16.05,16.05,16.05,-0.45,1
105/10/12,2000,32550,15.70,16.85,15.70,16.85,+0.80,2
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,3000,48050,15.45,16.70,15.45,16.70,+0.75,3
105/10/20,2000,32550,15.90,16.65,15.90,16.65,-0.05,2
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,4000,64800,16.20,16.20,16.20,16.20,-0.30,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,3124,50353,16.15,16.20,16.10,16.10,-0.10,4
105/11/03,900,15840,---,---,---,---,---,1
105/11/04,64,937,---,---,---,---,---,1
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,1001,16115,16.10,16.10,16.10,16.10,0.00,2
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,190,3059,---,---,---,---,---,1
105/12/21,0,0,---,---,---,---,---,0
105/12/22,793,12767,---,---,---,---,---,2
105/12/23,0,0,---,---,---,---,---,0
