105/08/24,465000,418690,0.90,0.91,0.88,0.91,-0.02,14
105/08/25,519000,477890,0.93,0.94,0.89,0.94,+0.03,22
105/08/26,250000,239500,0.94,0.97,0.94,0.97,+0.03,5
105/08/29,170000,167300,0.99,0.99,0.97,0.99,+0.02,5
105/08/30,66000,68010,1.02,1.07,1.02,1.06,+0.07,4
105/08/31,49000,51310,1.05,1.05,1.01,1.01,-0.05,3
105/09/01,430000,449960,1.10,1.10,1.02,1.02,+0.01,9
105/09/02,100000,100000,1.00,1.00,1.00,1.00,-0.02,2
105/09/05,204000,205080,0.98,1.03,0.98,1.02,+0.02,3
105/09/06,100000,103000,1.03,1.03,1.03,1.03,+0.01,2
105/09/07,22000,23260,1.03,1.06,1.03,1.06,+0.03,3
105/09/08,12000,13040,1.07,1.09,1.07,1.09,+0.03,2
105/09/09,20000,22100,1.11,1.11,1.10,1.10,+0.01,2
105/09/10,25000,26300,1.06,1.06,1.04,1.04,-0.06,3
105/09/12,5000,5100,1.02,1.02,1.02,1.02,-0.02,1
105/09/13,23000,22170,0.99,0.99,0.96,0.96,-0.06,3
105/09/14,12000,11400,0.95,0.95,0.95,0.95,-0.01,2
105/09/19,23000,23890,1.03,1.05,1.03,1.03,+0.08,5
105/09/20,287000,314370,1.04,1.13,1.04,1.13,+0.10,10
105/09/21,286000,343120,1.15,1.24,1.15,1.19,+0.06,13
105/09/22,177000,184470,1.04,1.05,1.03,1.03,-0.16,6
105/09/23,77000,86180,1.11,1.14,1.11,1.14,+0.11,6
105/09/26,104000,125710,1.22,1.22,1.19,1.22,+0.08,4
105/09/29,69000,87230,1.24,1.39,1.24,1.39,+0.17,9
105/09/30,51000,71300,1.41,1.50,1.36,1.50,+0.11,4
105/10/03,201000,351570,1.57,1.76,1.57,1.74,+0.24,3
105/10/04,10000,17300,1.73,1.73,1.73,1.73,-0.01,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,202000,89860,0.43,0.46,0.43,0.43,-0.01,4
105/11/17,150000,36850,0.31,0.31,0.22,0.22,-0.21,5
105/11/18,5000,1100,0.22,0.22,0.22,0.22,0.00,1
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,57000,13680,0.24,0.24,0.24,0.24,0.00,1
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
