105/08/24,554000,391800,0.70,0.71,0.70,0.71,-0.07,5
105/08/25,1114000,822100,0.79,0.79,0.70,0.72,+0.01,8
105/08/26,1329000,977600,0.83,0.83,0.69,0.69,-0.03,10
105/08/29,31000,21050,0.68,0.68,0.65,0.65,-0.04,2
105/08/30,1510000,1073900,0.71,0.73,0.71,0.71,+0.06,9
105/08/31,0,0,---,---,---,---,---,0
105/09/01,10000,6400,0.64,0.64,0.64,0.64,-0.06,1
105/09/02,46000,25460,0.57,0.57,0.51,0.51,-0.13,4
105/09/05,0,0,---,---,---,---,---,0
105/09/06,229000,124260,0.54,0.57,0.54,0.57,+0.07,4
105/09/07,229000,121690,0.53,0.54,0.53,0.53,-0.04,9
105/09/08,1105000,645130,0.52,0.65,0.52,0.64,+0.11,19
105/09/09,1161000,649610,0.57,0.58,0.55,0.58,-0.06,9
105/09/10,136000,77220,0.56,0.57,0.56,0.57,-0.01,2
105/09/12,40000,23600,0.59,0.59,0.59,0.59,+0.02,1
105/09/13,110000,60500,0.55,0.55,0.55,0.55,-0.04,1
105/09/14,110000,60500,0.55,0.55,0.55,0.55,0.00,1
105/09/19,320000,183530,0.56,0.58,0.56,0.58,+0.03,13
105/09/20,432000,227700,0.53,0.53,0.51,0.53,-0.05,5
105/09/21,160000,79520,0.51,0.51,0.46,0.46,-0.07,3
105/09/22,99000,45540,0.46,0.46,0.46,0.46,0.00,1
105/09/23,99000,43560,0.44,0.44,0.44,0.44,-0.02,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,1000,270,0.27,0.27,0.27,0.27,0.00,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,2000,570,0.29,0.29,0.28,0.28,+0.03,2
105/10/06,0,0,---,---,---,---,---,0
105/10/07,10000,2800,0.28,0.28,0.28,0.28,0.00,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,20000,5900,0.29,0.30,0.29,0.30,0.00,2
105/10/13,0,0,---,---,---,---,---,0
105/10/14,1000,250,0.25,0.25,0.25,0.25,-0.04,1
105/10/17,4000,880,0.23,0.23,0.21,0.21,-0.04,2
105/10/18,22000,4640,0.20,0.22,0.20,0.22,+0.01,3
105/10/19,211000,46660,0.22,0.24,0.22,0.24,+0.02,3
105/10/20,199000,43780,0.22,0.22,0.22,0.22,-0.02,1
105/10/21,797000,175350,0.21,0.23,0.21,0.23,+0.01,5
105/10/24,400000,92020,0.23,0.24,0.23,0.24,+0.01,3
105/10/25,10000,2400,0.24,0.24,0.24,0.24,0.00,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,398000,87560,0.22,0.22,0.22,0.22,0.00,2
105/11/01,597000,121390,0.21,0.21,0.20,0.20,-0.02,3
105/11/02,598000,109630,0.18,0.19,0.18,0.18,-0.02,3
105/11/03,796000,135320,0.18,0.18,0.16,0.17,-0.01,4
105/11/04,400000,64000,0.16,0.16,0.16,0.16,-0.01,3
105/11/07,299000,50830,0.17,0.17,0.17,0.17,+0.01,1
105/11/08,697000,111520,0.16,0.16,0.16,0.16,-0.01,3
105/11/09,796000,119400,0.16,0.16,0.14,0.14,-0.02,4
105/11/10,0,0,---,---,---,---,---,0
105/11/11,598000,65780,0.11,0.11,0.11,0.11,-0.03,2
105/11/14,1205000,132550,0.11,0.11,0.11,0.11,0.00,6
105/11/15,598000,65780,0.11,0.11,0.11,0.11,0.00,2
105/11/16,2000,240,0.12,0.12,0.12,0.12,+0.01,1
105/11/17,394000,47280,0.12,0.12,0.12,0.12,0.00,2
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,50000,6500,0.13,0.13,0.13,0.13,0.00,2
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,2000,200,0.10,0.10,0.10,0.10,-0.01,1
105/11/30,2000,260,0.13,0.13,0.13,0.13,+0.03,1
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,10000,1800,0.18,0.18,0.18,0.18,+0.04,1
105/12/07,5000,940,0.19,0.19,0.18,0.18,0.00,3
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,3000,390,0.13,0.13,0.13,0.13,-0.03,1
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
