105/08/24,48000,69070,1.44,1.44,1.39,1.39,-0.05,4
105/08/25,86000,123500,1.39,1.45,1.36,1.43,+0.04,9
105/08/26,86000,121250,1.41,1.42,1.40,1.41,-0.02,6
105/08/29,58000,80600,1.39,1.39,1.37,1.39,-0.02,3
105/08/30,64000,89010,1.40,1.40,1.36,1.36,-0.03,3
105/08/31,7000,9350,1.36,1.36,1.33,1.33,-0.03,3
105/09/01,0,0,---,---,---,---,---,0
105/09/02,3000,3650,1.22,1.22,1.21,1.21,-0.02,2
105/09/05,2000,2140,1.09,1.09,1.05,1.05,-0.16,2
105/09/06,52000,47940,0.97,0.97,0.92,0.92,-0.13,3
105/09/07,50000,46000,0.92,0.92,0.92,0.92,0.00,2
105/09/08,0,0,---,---,---,---,---,0
105/09/09,465000,441750,0.93,0.96,0.93,0.96,+0.04,3
105/09/10,509000,462840,0.91,0.92,0.90,0.91,-0.05,5
105/09/12,0,0,---,---,---,---,---,0
105/09/13,44000,35200,0.80,0.80,0.80,0.80,-0.08,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,5000,4450,0.89,0.89,0.89,0.89,+0.08,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,11000,10010,0.91,0.91,0.91,0.91,+0.02,1
105/09/22,11000,9790,0.89,0.89,0.89,0.89,-0.02,1
105/09/23,99000,82040,0.83,0.83,0.82,0.82,-0.07,3
105/09/26,99000,83160,0.84,0.84,0.84,0.84,+0.02,3
105/09/29,1000,830,0.83,0.83,0.83,0.83,-0.01,1
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,78000,46120,0.60,0.60,0.59,0.59,-0.12,2
105/10/06,68000,38080,0.56,0.56,0.56,0.56,-0.03,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,5000,2050,0.41,0.41,0.41,0.41,0.00,1
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,10000,4000,0.40,0.40,0.40,0.40,0.00,1
105/10/24,10000,4600,0.46,0.46,0.46,0.46,+0.06,1
105/10/25,20000,10600,0.53,0.53,0.53,0.53,+0.07,2
105/10/26,20000,10600,0.53,0.53,0.53,0.53,0.00,1
105/10/27,10000,5300,0.53,0.53,0.53,0.53,0.00,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,260000,124900,0.48,0.49,0.48,0.49,0.00,2
105/11/01,270000,130700,0.48,0.54,0.48,0.54,+0.05,3
105/11/02,20000,9400,0.47,0.47,0.47,0.47,-0.07,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,10000,3200,0.32,0.32,0.32,0.32,-0.09,1
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,10000,2800,0.28,0.28,0.28,0.28,-0.02,1
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,25000,5350,0.21,0.22,0.21,0.22,+0.04,2
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,25000,4000,0.16,0.16,0.16,0.16,-0.01,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
