105/10/21,40000,54000,1.35,1.35,1.35,1.35,+0.14,1
105/10/24,44000,60940,1.38,1.48,1.38,1.48,+0.13,3
105/10/25,3000,4170,1.39,1.39,1.39,1.39,-0.09,1
105/10/26,82000,105810,1.26,1.31,1.26,1.31,-0.08,3
105/10/27,82000,104000,1.27,1.27,1.23,1.23,-0.08,3
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,11000,16000,1.40,1.46,1.40,1.46,+0.13,3
105/11/02,31000,46840,1.51,1.54,1.51,1.54,+0.08,3
105/11/03,123000,192500,1.52,1.61,1.52,1.61,+0.07,4
105/11/04,182000,296660,1.63,1.63,1.63,1.63,+0.02,4
105/11/07,205000,366550,1.72,1.84,1.72,1.84,+0.21,7
105/11/08,11000,20240,1.84,1.84,1.84,1.84,0.00,1
105/11/09,25000,52350,2.01,2.13,2.01,2.13,+0.29,3
105/11/10,45000,93450,2.11,2.11,2.05,2.05,-0.08,2
105/11/11,0,0,---,---,---,---,---,0
105/11/14,77000,140140,1.82,1.82,1.82,1.82,-0.09,2
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,7000,11410,1.63,1.63,1.63,1.63,-0.06,1
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,76000,102930,1.36,1.37,1.33,1.34,+0.03,5
105/11/30,69000,87810,1.29,1.31,1.27,1.27,-0.07,3
105/12/01,91000,130700,1.40,1.45,1.40,1.45,+0.18,4
105/12/02,78000,115080,1.46,1.48,1.46,1.48,+0.03,2
105/12/05,0,0,---,---,---,---,---,0
105/12/06,184000,279680,1.52,1.52,1.52,1.52,+0.05,1
105/12/07,0,0,---,---,---,---,---,0
