105/08/24,41000,36490,0.89,0.91,0.88,0.89,+0.03,5
105/08/25,326000,300040,0.90,0.93,0.90,0.93,+0.04,15
105/08/26,301000,278640,0.90,0.94,0.90,0.92,-0.01,7
105/08/29,13000,11310,0.87,0.87,0.87,0.87,-0.05,2
105/08/30,36000,31090,0.86,0.87,0.86,0.87,0.00,3
105/08/31,349000,313540,0.86,0.92,0.86,0.91,+0.04,9
105/09/01,311000,273680,0.88,0.88,0.88,0.88,-0.03,4
105/09/02,357000,283820,0.87,0.87,0.76,0.77,-0.11,6
105/09/05,166000,121820,0.77,0.77,0.67,0.68,-0.09,6
105/09/06,65000,47650,0.75,0.75,0.73,0.73,+0.05,3
105/09/07,20000,13780,0.69,0.69,0.68,0.68,-0.05,2
105/09/08,15000,10300,0.69,0.69,0.68,0.68,0.00,2
105/09/09,262000,181730,0.68,0.70,0.68,0.70,+0.02,4
105/09/10,110000,70300,0.63,0.65,0.63,0.65,-0.05,2
105/09/12,110000,68300,0.63,0.63,0.61,0.61,-0.04,2
105/09/13,60000,36600,0.61,0.61,0.61,0.61,0.00,1
105/09/14,10000,4600,0.46,0.46,0.46,0.46,-0.15,1
105/09/19,10000,4700,0.47,0.47,0.47,0.47,+0.01,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,150000,46000,0.31,0.31,0.30,0.30,-0.09,2
105/09/30,20000,7200,0.36,0.36,0.36,0.36,+0.06,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,20000,6200,0.31,0.31,0.31,0.31,-0.03,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,1000,310,0.31,0.31,0.31,0.31,0.00,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,1000,270,0.27,0.27,0.27,0.27,-0.02,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,20000,5000,0.25,0.25,0.25,0.25,-0.01,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,20000,4400,0.22,0.22,0.22,0.22,0.00,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,38000,5700,0.15,0.15,0.15,0.15,+0.01,1
105/11/23,38000,5320,0.14,0.14,0.14,0.14,-0.01,1
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
