105/08/24,129000,118880,0.94,0.94,0.92,0.92,-0.05,2
105/08/25,10000,9950,0.99,1.00,0.99,1.00,+0.08,2
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,250000,234500,0.93,0.94,0.93,0.94,+0.03,3
105/08/31,292000,288960,1.00,1.11,0.98,1.11,+0.17,6
105/09/01,40000,40090,1.00,1.01,1.00,1.01,-0.10,2
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,2000,1720,0.86,0.86,0.86,0.86,-0.01,1
105/09/07,5000,4550,0.91,0.91,0.91,0.91,+0.05,1
105/09/08,50000,46500,0.93,0.93,0.93,0.93,+0.02,1
105/09/09,50000,45450,0.91,0.91,0.90,0.90,-0.03,4
105/09/10,5000,4130,0.81,0.83,0.81,0.83,-0.07,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,200000,160000,0.75,0.85,0.75,0.85,+0.14,2
105/09/20,220000,183700,0.83,0.84,0.83,0.84,-0.01,4
105/09/21,20000,17100,0.85,0.86,0.85,0.86,+0.02,2
105/09/22,0,0,---,---,---,---,---,0
105/09/23,100000,83000,0.83,0.83,0.83,0.83,+0.01,2
105/09/26,100000,80000,0.80,0.80,0.80,0.80,-0.03,2
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,10000,1300,0.13,0.13,0.13,0.13,+0.01,1
105/11/16,10000,1000,0.10,0.10,0.10,0.10,-0.03,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,10000,1100,0.11,0.11,0.11,0.11,0.00,1
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
