105/09/14,0,0,--,--,--,--,,0
105/09/19,70000,183040,2.48,2.70,2.46,2.70,X,11
105/09/20,55000,148200,2.72,2.74,2.67,2.70,,8
105/09/21,35000,94000,2.69,2.70,2.68,2.68,-0.02,5
105/09/22,0,0,--,--,--,--,,0
105/09/23,0,0,--,--,--,--,,0
105/09/26,0,0,--,--,--,--,,0
105/09/29,0,0,--,--,--,--,,0
105/09/30,0,0,--,--,--,--,,0
105/10/03,0,0,--,--,--,--,,0
105/10/04,0,0,--,--,--,--,,0
105/10/05,0,0,--,--,--,--,,0
105/10/06,0,0,--,--,--,--,,0
105/10/07,0,0,--,--,--,--,,0
105/10/11,0,0,--,--,--,--,,0
105/10/12,0,0,--,--,--,--,,0
105/10/13,0,0,--,--,--,--,,0
105/10/14,0,0,--,--,--,--,,0
105/10/17,0,0,--,--,--,--,,0
105/10/18,0,0,--,--,--,--,,0
105/10/19,0,0,--,--,--,--,,0
105/10/20,0,0,--,--,--,--,,0
105/10/21,0,0,--,--,--,--,,0
105/10/24,0,0,--,--,--,--,,0
105/10/25,0,0,--,--,--,--,,0
105/10/26,0,0,--,--,--,--,,0
105/10/27,0,0,--,--,--,--,,0
105/10/28,0,0,--,--,--,--,,0
105/10/31,0,0,--,--,--,--,,0
105/11/01,0,0,--,--,--,--,,0
105/11/02,0,0,--,--,--,--,,0
105/11/03,0,0,--,--,--,--,,0
105/11/04,0,0,--,--,--,--,,0
105/11/07,0,0,--,--,--,--,,0
105/11/08,0,0,--,--,--,--,,0
105/11/09,10000,25000,2.50,2.50,2.50,2.50,X,1
105/11/10,10000,27400,2.74,2.74,2.74,2.74,0.24,1
105/11/11,0,0,--,--,--,--,,0
105/11/14,0,0,--,--,--,--,,0
105/11/15,0,0,--,--,--,--,,0
105/11/16,0,0,--,--,--,--,,0
105/11/17,0,0,--,--,--,--,,0
105/11/18,0,0,--,--,--,--,,0
105/11/21,26000,64410,2.47,2.51,2.44,2.50,X,4
105/11/22,16000,43860,2.59,2.78,2.59,2.78,0.28,6
105/11/23,10000,27600,2.76,2.76,2.76,2.76,-0.02,1
105/11/24,0,0,--,--,--,--,,0
105/11/25,0,0,--,--,--,--,,0
105/11/28,0,0,--,--,--,--,,0
105/11/29,0,0,--,--,--,--,,0
105/11/30,0,0,--,--,--,--,,0
105/12/01,10000,29700,2.98,2.98,2.96,2.96,X,2
105/12/02,5000,13950,2.79,2.79,2.79,2.79,-0.17,1
105/12/05,10000,27300,2.70,2.76,2.70,2.76,-0.03,2
105/12/06,15000,44340,2.94,2.97,2.94,2.97,0.21,2
105/12/07,15000,44500,2.99,2.99,2.94,2.94,-0.03,2
105/12/08,15000,46570,3.11,3.11,3.10,3.10,0.16,2
105/12/09,0,0,--,--,--,--,,0
105/12/12,0,0,--,--,--,--,,0
105/12/13,0,0,--,--,--,--,,0
105/12/14,0,0,--,--,--,--,,0
105/12/15,0,0,--,--,--,--,,0
105/12/16,0,0,--,--,--,--,,0
