105/08/24,1774000,2805050,1.33,1.83,1.33,1.60,+0.22,33
105/08/25,520000,860120,1.64,1.71,1.52,1.65,+0.05,15
105/08/26,450000,739360,1.65,1.67,1.64,1.66,+0.01,9
105/08/29,394000,712650,1.84,1.87,1.75,1.75,+0.09,11
105/08/30,499000,853700,1.76,1.76,1.67,1.71,-0.04,7
105/08/31,84000,137640,1.75,1.75,1.63,1.63,-0.08,4
105/09/01,28000,44240,1.58,1.58,1.58,1.58,-0.05,1
105/09/02,24000,36780,1.51,1.57,1.51,1.57,-0.01,2
105/09/05,64000,111940,1.74,1.77,1.74,1.77,+0.20,5
105/09/06,30000,53100,1.77,1.77,1.77,1.77,0.00,2
105/09/07,38000,67640,1.78,1.78,1.78,1.78,+0.01,3
105/09/08,3000,5340,1.78,1.78,1.78,1.78,0.00,3
105/09/09,11000,20220,1.83,1.90,1.79,1.79,+0.01,3
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,5000,7700,1.54,1.54,1.54,1.54,-0.14,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,13000,20420,1.58,1.58,1.54,1.54,+0.01,2
105/09/20,0,0,---,---,---,---,---,0
105/09/21,248000,435530,1.72,1.89,1.72,1.89,+0.35,6
105/09/22,222000,412810,1.90,1.90,1.84,1.85,-0.04,3
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,43000,79220,1.84,1.85,1.84,1.85,+0.06,2
105/10/04,33000,61050,1.85,1.85,1.85,1.85,0.00,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,1000,1740,1.74,1.74,1.74,1.74,-0.11,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,36000,50400,1.40,1.40,1.40,1.40,+0.04,1
105/10/18,42000,55230,1.32,1.32,1.28,1.28,-0.12,3
105/10/19,10000,12800,1.28,1.28,1.28,1.28,0.00,1
105/10/20,39000,58230,1.40,1.51,1.40,1.51,+0.23,2
105/10/21,121000,176110,1.47,1.47,1.45,1.45,-0.06,2
105/10/24,88000,126720,1.44,1.44,1.44,1.44,-0.01,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,73000,91980,1.26,1.26,1.26,1.26,+0.02,3
