105/08/24,177000,123840,0.64,0.76,0.64,0.76,+0.15,4
105/08/25,95000,87220,0.94,0.94,0.86,0.86,+0.10,3
105/08/26,510000,484760,0.90,0.98,0.90,0.92,+0.06,7
105/08/29,497000,431510,0.87,0.87,0.86,0.87,-0.05,3
105/08/30,176000,161040,0.91,0.92,0.91,0.92,+0.05,3
105/08/31,196000,197390,1.02,1.02,0.95,0.95,+0.03,3
105/09/01,1000,870,0.87,0.87,0.87,0.87,-0.08,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,38000,33440,0.88,0.88,0.88,0.88,+0.01,1
105/09/06,38000,33060,0.87,0.87,0.87,0.87,-0.01,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,314000,260620,0.83,0.83,0.83,0.83,-0.04,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,30000,27600,0.92,0.92,0.92,0.92,+0.02,1
105/09/13,263000,273050,0.93,1.11,0.92,1.06,+0.14,10
105/09/14,87000,94230,1.07,1.10,1.07,1.10,+0.04,3
105/09/19,0,0,---,---,---,---,---,0
105/09/20,10000,11800,1.18,1.18,1.18,1.18,+0.08,1
105/09/21,10000,11500,1.15,1.15,1.15,1.15,-0.03,1
105/09/22,68000,80920,1.18,1.20,1.18,1.20,+0.05,4
105/09/23,86000,98400,1.14,1.16,1.14,1.16,-0.04,3
105/09/26,18000,21060,1.17,1.17,1.17,1.17,+0.01,1
105/09/29,46000,48300,1.05,1.05,1.05,1.05,-0.12,1
105/09/30,198000,235260,1.16,1.25,1.16,1.25,+0.20,11
105/10/03,80000,107740,1.26,1.43,1.26,1.43,+0.18,4
105/10/04,36000,53640,1.49,1.49,1.49,1.49,+0.06,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,100000,133000,1.33,1.33,1.33,1.33,-0.02,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,36000,37080,1.03,1.03,1.03,1.03,-0.19,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,54000,62460,1.13,1.20,1.13,1.20,+0.07,3
105/10/20,198000,258660,1.36,1.39,1.25,1.30,+0.10,10
105/10/21,144000,186300,1.28,1.33,1.28,1.33,+0.03,3
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,136000,140210,1.01,1.17,1.01,1.17,+0.29,3
105/11/23,10000,11300,1.13,1.13,1.13,1.13,-0.04,1
105/11/24,0,0,---,---,---,---,---,0
