105/08/24,20000,22300,1.12,1.12,1.11,1.11,+0.13,2
105/08/25,10000,10500,1.05,1.05,1.05,1.05,-0.06,1
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,10000,6500,0.65,0.65,0.65,0.65,-0.19,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,10000,7800,0.78,0.78,0.78,0.78,+0.18,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,10000,6800,0.68,0.68,0.68,0.68,-0.07,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
