105/08/24,343000,90100,0.28,0.32,0.26,0.26,-0.06,5
105/08/25,50000,12700,0.26,0.26,0.25,0.25,-0.01,2
105/08/26,11000,3320,0.30,0.32,0.30,0.32,+0.07,2
105/08/29,15000,3770,0.24,0.31,0.24,0.25,-0.07,3
105/08/30,14000,3560,0.31,0.31,0.25,0.25,0.00,2
105/08/31,90000,26570,0.32,0.32,0.29,0.29,+0.04,4
105/09/01,126000,37700,0.30,0.30,0.29,0.29,0.00,7
105/09/02,185000,34940,0.29,0.29,0.18,0.28,-0.01,9
105/09/05,10000,2800,0.28,0.28,0.28,0.28,0.00,2
105/09/06,2000,590,0.29,0.30,0.29,0.30,+0.02,2
105/09/07,101000,34360,0.36,0.36,0.34,0.34,+0.04,10
105/09/08,11000,3050,0.27,0.35,0.27,0.35,+0.01,2
105/09/09,485000,204900,0.38,0.51,0.37,0.40,+0.05,16
105/09/10,0,0,---,---,---,---,---,0
105/09/12,92000,44640,0.46,0.68,0.46,0.49,+0.09,8
105/09/13,40000,10800,0.27,0.27,0.27,0.27,-0.22,2
105/09/14,4000,1240,0.37,0.37,0.29,0.29,+0.02,3
105/09/19,101000,27360,0.27,0.36,0.27,0.36,+0.07,2
105/09/20,0,0,---,---,---,---,---,0
105/09/21,1000,400,0.40,0.40,0.40,0.40,+0.04,1
105/09/22,11000,4040,0.36,0.44,0.36,0.44,+0.04,2
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,130000,37700,0.29,0.29,0.29,0.29,-0.10,3
105/09/30,0,0,---,---,---,---,---,0
105/10/03,119000,28370,0.23,0.25,0.23,0.24,-0.05,3
105/10/04,1000,310,0.31,0.31,0.31,0.31,+0.07,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,101000,27430,0.28,0.33,0.27,0.33,+0.02,3
105/10/07,5000,1250,0.25,0.25,0.25,0.25,-0.08,1
105/10/11,10000,2300,0.23,0.23,0.23,0.23,-0.02,1
105/10/12,79000,10270,0.13,0.13,0.13,0.13,-0.10,2
105/10/13,318000,38360,0.13,0.13,0.12,0.12,-0.01,3
105/10/14,250000,20000,0.08,0.08,0.08,0.08,-0.04,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,95000,7600,0.08,0.08,0.08,0.08,-0.01,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,100000,4000,0.04,0.04,0.04,0.04,-0.04,4
105/10/28,100000,3000,0.03,0.03,0.03,0.03,-0.01,2
105/10/31,0,0,---,---,---,---,---,0
105/11/01,100000,1000,0.01,0.01,0.01,0.01,-0.02,1
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
