105/08/24,217000,579870,2.68,2.75,2.63,2.66,+0.20,36
105/08/25,93000,236970,2.53,2.65,2.53,2.59,-0.07,18
105/08/26,46000,116780,2.60,2.65,2.52,2.52,-0.07,5
105/08/29,45000,103050,2.30,2.30,2.24,2.29,-0.23,8
105/08/30,4000,9200,2.28,2.35,2.28,2.29,0.00,3
105/08/31,45000,95650,2.12,2.13,2.12,2.13,-0.16,3
105/09/01,24000,53060,2.20,2.28,2.20,2.28,+0.15,5
105/09/02,68000,138500,2.12,2.12,1.94,1.94,-0.34,16
105/09/05,209000,396480,1.92,1.95,1.70,1.83,-0.11,21
105/09/06,549000,1114580,1.89,2.28,1.89,2.21,+0.38,38
105/09/07,294000,590960,2.07,2.11,1.99,2.11,-0.10,17
105/09/08,164000,330200,2.01,2.23,1.95,2.13,+0.02,19
105/09/09,210000,424470,2.03,2.11,1.97,1.97,-0.16,17
105/09/10,251000,377470,1.50,1.57,1.40,1.40,-0.57,28
105/09/12,277000,372410,1.33,1.40,1.33,1.35,-0.05,14
105/09/13,348000,359570,1.44,1.44,0.93,0.93,-0.42,21
105/09/14,1247000,962040,0.86,0.98,0.64,0.66,-0.27,66
105/09/19,501000,345830,0.72,0.73,0.62,0.68,+0.02,15
105/09/20,2018000,1143660,0.67,0.71,0.48,0.48,-0.20,52
105/09/21,1327000,664250,0.45,0.52,0.45,0.52,+0.04,17
105/09/22,328000,136600,0.48,0.48,0.33,0.33,-0.19,16
105/09/23,1149000,314880,0.28,0.32,0.21,0.31,-0.02,42
105/09/26,817000,287160,0.39,0.39,0.30,0.37,+0.06,33
105/09/29,371000,121370,0.33,0.37,0.31,0.37,0.00,18
105/09/30,767000,307450,0.35,0.42,0.35,0.41,+0.04,29
105/10/03,281000,112990,0.41,0.43,0.39,0.43,+0.02,5
105/10/04,228000,103640,0.45,0.48,0.44,0.48,+0.05,7
105/10/05,120000,49000,0.41,0.41,0.40,0.40,-0.08,3
105/10/06,70000,31500,0.45,0.45,0.45,0.45,+0.05,3
105/10/07,7000,2940,0.42,0.42,0.42,0.42,-0.03,1
105/10/11,20000,8000,0.40,0.40,0.40,0.40,-0.02,2
105/10/12,0,0,---,---,---,---,---,0
105/10/13,10000,4000,0.40,0.40,0.40,0.40,0.00,1
105/10/14,118000,56670,0.48,0.50,0.43,0.43,+0.03,8
105/10/17,110000,49600,0.41,0.46,0.41,0.46,+0.03,4
105/10/18,15000,6450,0.43,0.43,0.43,0.43,-0.03,1
105/10/19,150000,60250,0.41,0.41,0.40,0.40,-0.03,6
105/10/20,44000,13090,0.30,0.30,0.29,0.29,-0.11,4
105/10/21,116000,36660,0.29,0.34,0.29,0.33,+0.04,7
105/10/24,60000,20400,0.33,0.35,0.33,0.35,+0.02,2
105/10/25,0,0,---,---,---,---,---,0
105/10/26,128000,51200,0.40,0.40,0.40,0.40,+0.03,4
105/10/27,130000,58600,0.45,0.46,0.45,0.46,+0.06,10
105/10/28,45000,18150,0.45,0.45,0.37,0.37,-0.09,5
105/10/31,2000,740,0.37,0.37,0.37,0.37,0.00,1
105/11/01,3000,1110,0.37,0.37,0.37,0.37,0.00,2
105/11/02,40000,12200,0.32,0.32,0.26,0.26,-0.11,2
105/11/03,33000,8580,0.26,0.27,0.25,0.27,+0.01,4
105/11/04,0,0,---,---,---,---,---,0
105/11/07,71000,14980,0.21,0.28,0.21,0.28,+0.01,3
105/11/08,20000,4400,0.22,0.22,0.22,0.22,-0.06,1
105/11/09,75000,15050,0.21,0.21,0.17,0.19,-0.03,4
105/11/10,44000,9370,0.21,0.24,0.20,0.24,+0.05,5
105/11/11,11000,2310,0.21,0.21,0.21,0.21,-0.03,1
105/11/14,12000,1730,0.14,0.19,0.14,0.19,-0.02,2
105/11/15,20000,3000,0.15,0.15,0.15,0.15,-0.04,1
105/11/16,0,0,---,---,---,---,---,0
105/11/17,131000,22380,0.14,0.18,0.14,0.18,+0.03,4
105/11/18,2000,390,0.19,0.20,0.19,0.20,+0.02,2
105/11/21,0,0,---,---,---,---,---,0
105/11/22,1000,190,0.19,0.19,0.19,0.19,+0.02,1
105/11/23,11000,2100,0.20,0.20,0.19,0.19,0.00,2
105/11/24,0,0,---,---,---,---,---,0
105/11/25,10000,2000,0.20,0.20,0.20,0.20,+0.02,1
105/11/28,119000,21440,0.18,0.20,0.18,0.20,0.00,3
105/11/29,21000,3400,0.16,0.20,0.16,0.20,0.00,2
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,21000,2960,0.14,0.16,0.14,0.16,0.00,2
105/12/05,5000,680,0.13,0.16,0.13,0.16,0.00,2
105/12/06,79000,13300,0.16,0.19,0.15,0.19,+0.03,6
105/12/07,0,0,---,---,---,---,---,0
105/12/08,10000,1400,0.14,0.14,0.14,0.14,-0.02,1
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,34000,3560,0.13,0.15,0.10,0.14,+0.03,5
105/12/19,23000,3760,0.16,0.20,0.16,0.19,+0.05,5
105/12/20,0,0,---,---,---,---,---,0
105/12/21,2000,390,0.19,0.20,0.19,0.20,+0.04,2
105/12/22,64000,11450,0.22,0.23,0.15,0.20,0.00,7
105/12/23,46000,7400,0.16,0.20,0.16,0.20,0.00,4
105/12/26,1000,240,0.24,0.24,0.24,0.24,+0.04,1
105/12/27,0,0,---,---,---,---,---,0
105/12/28,1000,170,0.17,0.17,0.17,0.17,+0.01,1
105/12/29,0,0,---,---,---,---,---,0
105/12/30,133000,14650,0.11,0.13,0.11,0.13,-0.03,3
106/01/03,52000,6790,0.13,0.15,0.13,0.15,+0.02,3
106/01/04,133000,22660,0.17,0.20,0.17,0.20,+0.05,5
106/01/05,51000,8170,0.16,0.17,0.16,0.17,-0.03,2
106/01/06,2000,430,0.21,0.22,0.21,0.22,+0.05,2
106/01/09,0,0,---,---,---,---,---,0
106/01/10,660000,61380,0.10,0.10,0.09,0.09,-0.04,7
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
