105/10/04,6000,7500,1.25,1.25,1.25,1.25,-0.05,1
105/10/05,8000,9840,1.23,1.23,1.23,1.23,-0.02,1
105/10/06,41000,49670,1.23,1.23,1.19,1.22,-0.01,4
105/10/07,20000,23250,1.16,1.17,1.16,1.17,-0.05,3
105/10/11,55000,53700,1.04,1.04,0.94,0.94,-0.23,3
105/10/12,330000,317850,0.94,1.00,0.91,0.96,+0.02,7
105/10/13,272000,230140,0.89,0.89,0.82,0.84,-0.12,6
105/10/14,30000,24700,0.83,0.83,0.81,0.81,-0.03,2
105/10/17,92000,71760,0.78,0.78,0.78,0.78,-0.03,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,1000,780,0.78,0.78,0.78,0.78,-0.02,1
105/10/25,406000,341070,0.82,0.87,0.82,0.87,+0.09,4
105/10/26,405000,364350,0.87,0.90,0.87,0.90,+0.03,2
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,5000,3750,0.75,0.75,0.75,0.75,-0.02,1
105/11/01,35000,26050,0.77,0.77,0.74,0.74,-0.01,2
105/11/02,20000,13400,0.71,0.71,0.63,0.63,-0.11,2
105/11/03,20000,11800,0.59,0.59,0.59,0.59,-0.04,1
105/11/04,100000,59200,0.60,0.60,0.56,0.56,-0.03,4
105/11/07,0,0,---,---,---,---,---,0
105/11/08,180000,96700,0.54,0.55,0.52,0.52,-0.08,3
105/11/09,60000,35800,0.59,0.61,0.59,0.59,+0.07,3
105/11/10,24000,14540,0.61,0.61,0.59,0.59,0.00,2
105/11/11,0,0,---,---,---,---,---,0
105/11/14,20000,9200,0.46,0.46,0.46,0.46,-0.07,1
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,20000,10600,0.53,0.53,0.53,0.53,+0.03,1
105/11/23,0,0,---,---,---,---,---,0
105/11/24,20000,10200,0.51,0.51,0.51,0.51,-0.02,1
105/11/25,20000,10400,0.52,0.52,0.52,0.52,+0.01,1
105/11/28,38000,18620,0.49,0.49,0.49,0.49,-0.03,1
105/11/29,0,0,---,---,---,---,---,0
105/11/30,5000,2550,0.51,0.51,0.51,0.51,+0.02,1
105/12/01,16000,7180,0.43,0.46,0.43,0.46,-0.05,2
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,303000,169650,0.56,0.56,0.55,0.55,+0.07,2
105/12/09,300000,156000,0.52,0.52,0.52,0.52,-0.03,1
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,3000,1290,0.43,0.43,0.43,0.43,-0.01,1
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,5000,1800,0.36,0.36,0.36,0.36,+0.01,1
106/01/13,0,0,---,---,---,---,---,0
106/01/16,5000,1700,0.34,0.34,0.34,0.34,-0.02,1
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
