105/08/24,27000,16410,0.61,0.61,0.60,0.60,+0.07,4
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,13000,6140,0.46,0.48,0.46,0.48,-0.07,2
105/08/30,20000,9800,0.49,0.49,0.49,0.49,+0.01,1
105/08/31,20000,8800,0.44,0.44,0.44,0.44,-0.05,1
105/09/01,74000,34040,0.45,0.47,0.45,0.47,+0.03,4
105/09/02,74000,31820,0.43,0.43,0.43,0.43,-0.04,2
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,2000,820,0.41,0.41,0.41,0.41,-0.03,2
105/09/08,23000,10350,0.45,0.45,0.45,0.45,+0.04,2
105/09/09,35000,13700,0.40,0.40,0.38,0.38,-0.07,3
105/09/10,15000,4050,0.27,0.27,0.27,0.27,-0.11,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,140000,21800,0.19,0.19,0.15,0.15,-0.08,3
105/09/14,0,0,---,---,---,---,---,0
105/09/19,75000,6000,0.08,0.08,0.08,0.08,0.00,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,2000,80,0.04,0.04,0.04,0.04,0.00,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,2000,40,0.02,0.02,0.02,0.02,-0.02,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
