105/08/24,10000,1600,0.16,0.16,0.16,0.16,-0.03,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,20000,3800,0.19,0.19,0.19,0.19,+0.03,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,70000,13900,0.19,0.20,0.19,0.20,+0.01,3
105/09/01,10000,1800,0.18,0.18,0.18,0.18,-0.02,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,40000,5400,0.14,0.14,0.13,0.13,0.00,3
105/09/06,0,0,---,---,---,---,---,0
105/09/07,135000,19750,0.15,0.15,0.14,0.14,+0.01,2
105/09/08,10000,1400,0.14,0.14,0.14,0.14,0.00,1
105/09/09,120000,27400,0.19,0.29,0.19,0.21,+0.07,6
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,10000,2000,0.20,0.20,0.20,0.20,-0.01,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,760000,177400,0.24,0.24,0.23,0.23,+0.03,9
105/09/22,90000,23600,0.27,0.27,0.26,0.26,+0.03,3
105/09/23,10000,2800,0.28,0.28,0.28,0.28,+0.02,1
105/09/26,10000,2400,0.24,0.24,0.24,0.24,-0.04,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,20000,4000,0.20,0.20,0.20,0.20,-0.02,1
105/10/04,5000,1050,0.21,0.21,0.21,0.21,+0.01,1
105/10/05,40000,8000,0.20,0.20,0.20,0.20,-0.01,4
105/10/06,65000,16100,0.25,0.25,0.24,0.24,+0.04,2
105/10/07,20000,4500,0.24,0.24,0.22,0.22,-0.02,3
105/10/11,410000,63000,0.23,0.23,0.10,0.15,-0.07,15
105/10/12,132000,16620,0.12,0.13,0.11,0.13,-0.02,5
105/10/13,70000,8200,0.11,0.12,0.11,0.12,-0.01,7
105/10/14,50000,5000,0.10,0.10,0.10,0.10,-0.02,5
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,70000,4900,0.07,0.07,0.07,0.07,-0.03,1
105/10/21,150000,12000,0.08,0.08,0.08,0.08,+0.01,2
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,7000,70,0.01,0.01,0.01,0.01,-0.03,2
105/11/21,0,0,---,---,---,---,---,0
105/11/22,7000,210,0.03,0.03,0.03,0.03,+0.02,1
105/11/23,300000,6000,0.02,0.02,0.02,0.02,-0.01,5
105/11/24,100000,2000,0.02,0.02,0.02,0.02,0.00,1
105/11/25,100000,2000,0.02,0.02,0.02,0.02,0.00,2
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
