105/08/24,327000,238210,0.75,0.75,0.69,0.69,-0.09,19
105/08/25,1331000,721070,0.61,0.61,0.52,0.54,-0.15,29
105/08/26,703000,285740,0.38,0.45,0.38,0.42,-0.12,20
105/08/29,507000,221770,0.45,0.46,0.41,0.42,0.00,14
105/08/30,974000,345060,0.38,0.38,0.35,0.37,-0.05,17
105/08/31,280000,105900,0.38,0.38,0.37,0.38,+0.01,5
105/09/01,140000,50100,0.36,0.36,0.35,0.35,-0.03,4
105/09/02,29000,8970,0.30,0.33,0.30,0.33,-0.02,2
105/09/05,372000,101180,0.26,0.29,0.26,0.29,-0.04,9
105/09/06,565000,198850,0.32,0.40,0.32,0.40,+0.11,9
105/09/07,268000,93800,0.35,0.35,0.35,0.35,-0.05,8
105/09/08,125000,42170,0.31,0.34,0.31,0.34,-0.01,6
105/09/09,101000,29300,0.29,0.30,0.29,0.30,-0.04,3
105/09/10,200000,44600,0.24,0.24,0.21,0.21,-0.09,4
105/09/12,70000,15400,0.22,0.22,0.22,0.22,+0.01,2
105/09/13,320000,49600,0.16,0.16,0.15,0.16,-0.06,6
105/09/14,170000,24100,0.15,0.15,0.13,0.13,-0.03,3
105/09/19,100000,16000,0.16,0.16,0.16,0.16,+0.03,1
105/09/20,330000,82800,0.21,0.26,0.21,0.25,+0.09,9
105/09/21,310000,75500,0.25,0.25,0.23,0.25,0.00,5
105/09/22,219000,59130,0.27,0.27,0.27,0.27,+0.02,4
105/09/23,430000,128800,0.29,0.33,0.29,0.31,+0.04,4
105/09/26,330000,112250,0.34,0.35,0.34,0.34,+0.03,4
105/09/29,190000,54900,0.29,0.30,0.28,0.28,-0.06,4
105/09/30,40000,10200,0.26,0.26,0.25,0.25,-0.03,3
105/10/03,170000,34200,0.22,0.22,0.19,0.19,-0.06,4
105/10/04,40000,6600,0.18,0.18,0.15,0.15,-0.04,3
105/10/05,100000,13000,0.13,0.13,0.13,0.13,-0.02,1
105/10/06,63000,10340,0.17,0.17,0.15,0.16,+0.03,6
105/10/07,68000,8890,0.13,0.14,0.13,0.14,-0.02,3
105/10/11,190000,26500,0.13,0.14,0.13,0.14,0.00,3
105/10/12,10000,1300,0.13,0.13,0.13,0.13,-0.01,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,150000,15000,0.10,0.10,0.10,0.10,-0.02,2
105/10/17,0,0,---,---,---,---,---,0
105/10/18,40000,3200,0.08,0.08,0.08,0.08,-0.02,4
105/10/19,350000,35000,0.10,0.10,0.10,0.10,+0.02,8
105/10/20,30000,1700,0.06,0.06,0.05,0.05,-0.05,2
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,161000,7550,0.03,0.05,0.03,0.05,0.00,5
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,430000,4300,0.01,0.01,0.01,0.01,-0.04,3
105/11/08,0,0,---,---,---,---,---,0
105/11/09,150000,1500,0.01,0.01,0.01,0.01,0.00,1
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,10000,100,0.01,0.01,0.01,0.01,0.00,1
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,40000,400,0.01,0.01,0.01,0.01,0.00,1
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
