105/08/24,32000,46110,1.47,1.49,1.42,1.42,-0.01,4
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,85000,118230,1.37,1.46,1.37,1.46,+0.10,4
105/08/31,83000,126960,1.53,1.53,1.52,1.52,+0.06,3
105/09/01,0,0,---,---,---,---,---,0
105/09/02,55000,90150,1.61,1.66,1.61,1.66,+0.11,3
105/09/05,125000,237420,1.89,1.96,1.89,1.96,+0.30,10
105/09/06,125000,249860,1.93,2.01,1.90,2.01,+0.05,5
105/09/07,0,0,---,---,---,---,---,0
105/09/08,10000,18500,1.85,1.85,1.85,1.85,-0.08,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,4000,6760,1.69,1.69,1.69,1.69,-0.13,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,278000,512040,1.79,1.93,1.76,1.76,+0.02,16
105/09/21,5000,8650,1.73,1.73,1.73,1.73,-0.03,1
105/09/22,45000,75600,1.68,1.68,1.68,1.68,-0.05,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,186000,274180,1.48,1.48,1.47,1.47,-0.20,4
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,20000,27200,1.37,1.37,1.35,1.35,-0.14,2
105/10/04,12000,17280,1.44,1.44,1.44,1.44,+0.09,1
105/10/05,20000,27480,1.39,1.39,1.35,1.35,-0.09,2
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,193000,244440,1.25,1.30,1.25,1.30,+0.04,6
105/10/13,193000,244730,1.26,1.28,1.26,1.27,-0.03,4
105/10/14,0,0,---,---,---,---,---,0
105/10/17,17000,18360,1.08,1.08,1.08,1.08,-0.05,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,10000,10230,1.04,1.04,1.00,1.00,-0.06,3
105/10/25,10000,10700,1.07,1.07,1.07,1.07,+0.07,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,8000,5640,0.70,0.71,0.70,0.71,0.00,2
105/11/07,22000,16720,0.76,0.76,0.76,0.76,+0.05,1
105/11/08,22000,15400,0.70,0.70,0.70,0.70,-0.06,1
105/11/09,0,0,---,---,---,---,---,0
105/11/10,579000,403940,0.64,0.78,0.64,0.78,+0.26,8
105/11/11,579000,411220,0.72,0.72,0.69,0.71,-0.07,7
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,123000,83940,0.68,0.70,0.68,0.70,+0.04,2
105/11/17,116000,78880,0.68,0.68,0.68,0.68,-0.02,2
105/11/18,33000,27360,0.82,0.84,0.82,0.84,+0.16,2
105/11/21,21000,16260,0.77,0.80,0.77,0.80,-0.04,2
105/11/22,9000,7740,0.87,0.87,0.84,0.84,+0.04,2
105/11/23,8000,6840,0.90,0.90,0.84,0.84,0.00,2
105/11/24,4000,3420,0.87,0.87,0.84,0.84,0.00,2
105/11/25,2000,1740,0.87,0.87,0.87,0.87,+0.03,1
105/11/28,18000,15120,0.84,0.84,0.84,0.84,-0.03,1
105/11/29,68000,61280,0.86,0.99,0.86,0.99,+0.15,7
105/11/30,54000,47900,0.89,0.89,0.87,0.88,-0.11,5
105/12/01,14000,12920,0.92,0.93,0.92,0.93,+0.05,3
105/12/02,10000,9200,0.92,0.92,0.92,0.92,-0.01,1
105/12/05,23000,22130,0.95,0.97,0.95,0.97,+0.05,3
105/12/06,36000,41760,1.15,1.17,1.15,1.17,+0.20,2
105/12/07,77000,89390,1.14,1.20,1.13,1.20,+0.03,6
105/12/08,28000,32540,1.18,1.18,1.13,1.13,-0.07,3
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,3000,3000,1.00,1.00,1.00,1.00,-0.03,1
105/12/14,19000,21820,1.15,1.15,1.12,1.12,+0.12,2
105/12/15,18000,19620,1.09,1.09,1.09,1.09,-0.03,1
105/12/16,27000,31480,1.13,1.19,1.13,1.19,+0.10,4
105/12/19,18000,20340,1.13,1.13,1.13,1.13,-0.06,1
105/12/20,1000,1020,1.02,1.02,1.02,1.02,-0.11,1
105/12/21,18000,17460,0.97,0.97,0.97,0.97,-0.05,1
105/12/22,37000,36390,0.99,0.99,0.93,0.93,-0.04,3
105/12/23,18000,16740,0.93,0.93,0.93,0.93,0.00,1
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,5000,4950,0.99,0.99,0.99,0.99,+0.01,1
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
