105/08/24,50000,40650,0.91,0.91,0.77,0.77,-0.20,6
105/08/25,150000,87000,0.62,0.62,0.54,0.56,-0.21,11
105/08/26,50000,19000,0.38,0.38,0.38,0.38,-0.18,1
105/08/29,150000,64000,0.46,0.46,0.39,0.39,+0.01,3
105/08/30,119000,39170,0.32,0.33,0.32,0.33,-0.06,3
105/08/31,181000,61540,0.34,0.34,0.34,0.34,+0.01,3
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,30000,8700,0.29,0.29,0.29,0.29,-0.05,1
105/09/08,20000,5000,0.25,0.25,0.25,0.25,-0.04,1
105/09/09,30000,6900,0.23,0.23,0.23,0.23,-0.02,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,50000,8500,0.17,0.17,0.17,0.17,+0.07,1
105/09/21,75000,10800,0.15,0.16,0.14,0.16,-0.01,3
105/09/22,25000,4250,0.17,0.17,0.17,0.17,+0.01,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
