105/08/24,1019000,447430,0.43,0.47,0.43,0.47,+0.07,6
105/08/25,1025000,475530,0.45,0.50,0.45,0.50,+0.03,7
105/08/26,17000,8370,0.49,0.50,0.49,0.50,0.00,2
105/08/29,73000,32220,0.43,0.45,0.42,0.42,-0.08,3
105/08/30,50000,18500,0.37,0.37,0.37,0.37,-0.05,1
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,829000,349100,0.40,0.44,0.40,0.44,+0.11,6
105/09/07,829000,354100,0.40,0.43,0.40,0.43,-0.01,4
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,10000,3600,0.36,0.36,0.36,0.36,0.00,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,5000,1600,0.32,0.32,0.32,0.32,-0.02,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,8000,1600,0.20,0.20,0.20,0.20,-0.01,1
105/10/04,8000,2080,0.26,0.26,0.26,0.26,+0.06,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,22000,7530,0.31,0.36,0.31,0.36,+0.10,5
105/10/13,22000,8420,0.37,0.40,0.37,0.38,+0.02,3
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
