105/08/24,788000,756070,0.96,0.97,0.92,0.92,+0.02,19
105/08/25,290000,281510,0.96,1.02,0.96,0.98,+0.06,15
105/08/26,66000,63160,0.97,0.97,0.91,0.91,-0.07,5
105/08/29,451000,425080,0.94,0.95,0.93,0.93,+0.02,9
105/08/30,1292000,1147140,0.90,0.92,0.87,0.87,-0.06,22
105/08/31,1305000,1178250,0.88,0.92,0.87,0.88,+0.01,16
105/09/01,606000,523940,0.87,0.89,0.86,0.89,+0.01,5
105/09/02,208000,152050,0.84,0.84,0.72,0.73,-0.16,6
105/09/05,186000,133920,0.74,0.74,0.70,0.70,-0.03,3
105/09/06,800000,587640,0.73,0.75,0.72,0.73,+0.03,8
105/09/07,864000,603570,0.69,0.72,0.69,0.71,-0.02,19
105/09/08,191000,139330,0.73,0.73,0.72,0.72,+0.01,4
105/09/09,10000,7300,0.73,0.73,0.73,0.73,+0.01,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,40000,19200,0.48,0.48,0.48,0.48,-0.10,2
105/09/19,0,0,---,---,---,---,---,0
105/09/20,20000,10250,0.50,0.52,0.50,0.52,+0.04,3
105/09/21,236000,113280,0.48,0.48,0.48,0.48,-0.04,2
105/09/22,158000,73680,0.46,0.50,0.46,0.50,+0.02,3
105/09/23,118000,57820,0.49,0.49,0.49,0.49,-0.01,1
105/09/26,138000,66040,0.48,0.48,0.47,0.47,-0.02,2
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,199000,77610,0.39,0.39,0.39,0.39,-0.02,3
105/10/06,199000,75620,0.38,0.38,0.38,0.38,-0.01,2
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,1456000,502540,0.32,0.37,0.32,0.36,+0.12,12
105/10/24,1456000,478040,0.34,0.34,0.32,0.32,-0.04,46
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,718000,156220,0.20,0.25,0.20,0.24,+0.06,9
105/11/22,718000,143600,0.20,0.20,0.20,0.20,-0.04,7
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
106/01/19,0,0,---,---,---,---,---,0
