105/08/24,276000,196180,0.73,0.73,0.69,0.70,-0.02,8
105/08/25,80000,58500,0.75,0.75,0.72,0.72,+0.02,2
105/08/26,6000,4140,0.69,0.69,0.69,0.69,-0.03,1
105/08/29,23000,15900,0.69,0.70,0.69,0.69,0.00,3
105/08/30,344000,240390,0.67,0.71,0.67,0.70,+0.01,7
105/08/31,357000,239340,0.66,0.69,0.65,0.66,-0.04,6
105/09/01,203000,132800,0.65,0.68,0.65,0.68,+0.02,6
105/09/02,102000,70640,0.69,0.70,0.66,0.67,-0.01,5
105/09/05,129000,86000,0.64,0.70,0.64,0.67,0.00,13
105/09/06,140000,92280,0.67,0.67,0.65,0.65,-0.02,4
105/09/07,63000,40390,0.65,0.65,0.63,0.64,-0.01,7
105/09/08,70000,43800,0.61,0.68,0.61,0.68,+0.04,6
105/09/09,59000,36980,0.62,0.63,0.62,0.62,-0.06,3
105/09/10,23000,13340,0.58,0.58,0.58,0.58,-0.04,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,10000,5100,0.51,0.51,0.51,0.51,-0.03,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,433000,219770,0.50,0.53,0.50,0.53,+0.02,5
105/09/21,544000,302460,0.56,0.57,0.54,0.57,+0.04,7
105/09/22,108000,66960,0.62,0.62,0.62,0.62,+0.05,1
105/09/23,128000,84080,0.66,0.66,0.64,0.64,+0.02,2
105/09/26,128000,70920,0.63,0.63,0.54,0.54,-0.10,4
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,128000,70200,0.55,0.55,0.54,0.54,+0.04,2
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,218000,120500,0.55,0.57,0.55,0.55,0.00,4
105/10/12,108000,58320,0.54,0.54,0.54,0.54,-0.01,1
105/10/13,108000,57240,0.53,0.53,0.53,0.53,-0.01,1
105/10/14,40000,19200,0.48,0.48,0.48,0.48,-0.05,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,20000,8800,0.44,0.44,0.44,0.44,-0.02,1
105/10/19,108000,47520,0.44,0.44,0.44,0.44,0.00,1
105/10/20,208000,91600,0.45,0.45,0.43,0.43,-0.01,3
105/10/21,0,0,---,---,---,---,---,0
105/10/24,10000,4400,0.44,0.44,0.44,0.44,-0.02,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,80000,35200,0.44,0.44,0.44,0.44,0.00,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,168000,66400,0.36,0.40,0.36,0.40,-0.01,6
105/11/01,148000,64720,0.44,0.44,0.43,0.43,+0.03,2
105/11/02,10000,3600,0.36,0.36,0.36,0.36,-0.07,1
105/11/03,50000,13000,0.26,0.26,0.26,0.26,-0.10,2
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,100000,22000,0.22,0.22,0.22,0.22,+0.02,7
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,140000,26900,0.19,0.20,0.19,0.20,+0.01,14
