105/08/30,72000,66450,0.92,0.93,0.92,0.93,-0.07,3
105/08/31,551000,529500,0.95,0.97,0.95,0.95,+0.02,7
105/09/01,406000,377580,0.93,0.93,0.93,0.93,-0.02,5
105/09/02,43000,31820,0.74,0.74,0.74,0.74,-0.19,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,529000,410600,0.77,0.78,0.77,0.78,+0.04,4
105/09/07,566000,426890,0.75,0.76,0.75,0.76,-0.02,4
105/09/08,40000,30800,0.77,0.77,0.77,0.77,+0.01,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,31000,21170,0.67,0.69,0.67,0.69,-0.03,2
105/09/13,31000,20970,0.68,0.68,0.67,0.67,-0.02,2
105/09/14,100000,53000,0.53,0.53,0.53,0.53,-0.14,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,275000,151250,0.55,0.55,0.55,0.55,+0.01,4
105/09/23,531000,292050,0.55,0.55,0.55,0.55,0.00,7
105/09/26,100000,54000,0.54,0.54,0.54,0.54,-0.01,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,251000,119470,0.48,0.48,0.47,0.47,-0.05,3
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,199000,91540,0.46,0.46,0.46,0.46,-0.01,1
105/10/06,199000,93530,0.47,0.47,0.47,0.47,+0.01,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,1618000,652610,0.37,0.42,0.37,0.42,+0.11,22
105/10/24,1618000,623430,0.41,0.41,0.38,0.38,-0.04,11
105/10/25,20000,8000,0.40,0.40,0.40,0.40,+0.02,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,20000,6800,0.34,0.34,0.34,0.34,+0.01,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,3000,690,0.23,0.23,0.23,0.23,-0.06,1
105/11/10,199000,49750,0.25,0.25,0.25,0.25,+0.02,1
105/11/11,199000,45770,0.23,0.23,0.23,0.23,-0.02,1
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,40000,12200,0.28,0.33,0.28,0.33,+0.06,2
105/11/22,219000,69480,0.29,0.32,0.29,0.32,-0.01,2
105/11/23,199000,61690,0.31,0.31,0.31,0.31,-0.01,1
105/11/24,20000,6000,0.30,0.30,0.30,0.30,-0.01,1
105/11/25,20000,6000,0.30,0.30,0.30,0.30,0.00,1
105/11/28,20000,6200,0.31,0.31,0.31,0.31,+0.01,1
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,130000,36700,0.28,0.29,0.28,0.29,-0.01,3
105/12/05,0,0,---,---,---,---,---,0
105/12/06,154000,49080,0.31,0.40,0.31,0.40,+0.11,4
105/12/07,0,0,---,---,---,---,---,0
105/12/08,800000,315980,0.39,0.40,0.39,0.39,+0.03,6
105/12/09,622000,217920,0.35,0.36,0.35,0.36,-0.03,6
105/12/12,0,0,---,---,---,---,---,0
105/12/13,30000,9900,0.33,0.33,0.33,0.33,-0.01,1
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,500000,160000,0.33,0.33,0.30,0.30,-0.04,5
