105/08/24,46000,70650,1.56,1.56,1.52,1.52,-0.04,9
105/08/25,203000,294050,1.50,1.51,1.38,1.39,-0.13,11
105/08/26,251000,358420,1.45,1.45,1.38,1.40,+0.01,11
105/08/29,208000,292740,1.43,1.43,1.38,1.40,0.00,9
105/08/30,616000,943110,1.43,1.60,1.43,1.52,+0.12,26
105/08/31,522000,771740,1.52,1.52,1.43,1.47,-0.05,25
105/09/01,23000,35100,1.50,1.53,1.50,1.53,+0.06,3
105/09/02,139000,194910,1.41,1.41,1.39,1.39,-0.14,4
105/09/05,82000,119720,1.46,1.46,1.46,1.46,+0.07,1
105/09/06,153000,225230,1.47,1.48,1.47,1.48,+0.02,3
105/09/07,892000,1497800,1.59,1.73,1.59,1.70,+0.22,25
105/09/08,797000,1306230,1.70,1.70,1.56,1.56,-0.14,35
105/09/09,67000,95630,1.43,1.45,1.41,1.41,-0.15,7
105/09/10,90000,116850,1.31,1.31,1.29,1.30,-0.11,4
105/09/12,133000,182700,1.33,1.41,1.33,1.35,+0.05,9
105/09/13,140000,184700,1.37,1.37,1.28,1.28,-0.07,6
105/09/14,47000,59940,1.28,1.28,1.27,1.27,-0.01,3
105/09/19,61000,80380,1.33,1.33,1.30,1.30,+0.03,3
105/09/20,82000,106240,1.30,1.30,1.29,1.29,-0.01,3
105/09/21,520000,705800,1.32,1.42,1.28,1.28,-0.01,26
105/09/22,371000,495140,1.35,1.37,1.30,1.30,+0.02,21
105/09/23,78000,98600,1.27,1.27,1.24,1.25,-0.05,4
105/09/26,146000,168160,1.15,1.16,1.14,1.15,-0.10,8
105/09/29,165000,168680,1.12,1.12,1.00,1.00,-0.15,6
105/09/30,69000,68490,1.00,1.00,0.99,0.99,-0.01,5
105/10/03,866000,858830,0.98,1.01,0.98,0.99,0.00,14
105/10/04,871000,877930,1.01,1.05,0.99,1.05,+0.06,16
105/10/05,213000,219590,1.07,1.07,1.02,1.03,-0.02,7
105/10/06,52000,53040,1.02,1.02,1.02,1.02,-0.01,2
105/10/07,105000,98700,0.93,0.95,0.93,0.94,-0.08,4
105/10/11,84000,72490,0.91,0.91,0.83,0.84,-0.10,6
105/10/12,150000,117500,0.79,0.79,0.77,0.77,-0.07,3
105/10/13,355000,295460,0.83,0.86,0.81,0.82,+0.05,9
105/10/14,269000,205630,0.77,0.77,0.74,0.75,-0.07,5
105/10/17,0,0,---,---,---,---,---,0
105/10/18,230000,171800,0.73,0.76,0.73,0.76,+0.06,5
105/10/19,532000,432910,0.77,0.84,0.77,0.80,+0.04,8
105/10/20,299000,227490,0.76,0.77,0.76,0.77,-0.03,3
105/10/21,27000,21560,0.80,0.80,0.78,0.78,+0.01,2
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,50000,27000,0.54,0.54,0.54,0.54,-0.08,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,300000,139000,0.45,0.49,0.45,0.49,+0.05,2
105/11/02,100000,46000,0.46,0.46,0.46,0.46,-0.03,1
105/11/03,36000,13680,0.38,0.38,0.38,0.38,-0.08,2
105/11/04,10000,3100,0.28,0.33,0.28,0.33,-0.05,2
105/11/07,45000,13600,0.35,0.35,0.30,0.30,-0.03,4
105/11/08,13000,2730,0.21,0.21,0.21,0.21,-0.09,2
105/11/09,141000,31930,0.23,0.23,0.21,0.21,0.00,3
105/11/10,23000,6140,0.25,0.28,0.25,0.28,+0.07,2
105/11/11,0,0,---,---,---,---,---,0
105/11/14,10000,1900,0.19,0.19,0.19,0.19,-0.06,1
105/11/15,100000,19000,0.19,0.19,0.19,0.19,0.00,1
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,100000,15000,0.15,0.15,0.15,0.15,0.00,1
105/11/21,100000,15000,0.15,0.15,0.15,0.15,0.00,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,50000,6500,0.13,0.13,0.13,0.13,+0.05,2
105/12/09,50000,7500,0.15,0.15,0.15,0.15,+0.02,1
105/12/12,0,0,---,---,---,---,---,0
105/12/13,60000,5400,0.09,0.09,0.09,0.09,-0.03,1
105/12/14,50000,4500,0.09,0.09,0.09,0.09,0.00,1
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,50000,2000,0.04,0.04,0.04,0.04,-0.01,1
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
