105/08/24,40000,26000,0.61,0.69,0.61,0.69,+0.11,2
105/08/25,137000,108600,0.82,0.82,0.74,0.74,+0.05,6
105/08/26,421000,348000,0.77,0.89,0.77,0.78,+0.04,18
105/08/29,429000,332870,0.79,0.81,0.74,0.78,0.00,15
105/08/30,403000,365630,0.82,0.95,0.82,0.93,+0.15,13
105/08/31,451000,397980,0.90,0.90,0.85,0.85,-0.08,12
105/09/01,105000,84180,0.83,0.83,0.77,0.77,-0.08,6
105/09/02,22000,17380,0.79,0.79,0.79,0.79,+0.02,1
105/09/05,138000,106810,0.76,0.79,0.76,0.77,-0.02,5
105/09/06,110000,83600,0.76,0.76,0.76,0.76,-0.01,4
105/09/07,125000,96870,0.77,0.78,0.77,0.77,+0.01,4
105/09/08,316000,229880,0.76,0.77,0.71,0.71,-0.06,7
105/09/09,194000,141070,0.72,0.73,0.72,0.73,+0.02,4
105/09/10,295000,213300,0.67,0.78,0.67,0.78,+0.05,8
105/09/12,298000,222870,0.76,0.80,0.71,0.80,+0.02,11
105/09/13,112000,95560,0.79,0.95,0.79,0.95,+0.15,6
105/09/14,108000,99120,0.88,0.94,0.88,0.94,-0.01,4
105/09/19,98000,91420,0.94,0.95,0.91,0.95,+0.01,4
105/09/20,36000,36440,1.04,1.04,0.97,0.97,+0.02,4
105/09/21,10000,9300,0.93,0.93,0.93,0.93,-0.04,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,142000,139670,0.96,1.00,0.96,1.00,+0.06,5
105/09/26,132000,130040,0.99,0.99,0.97,0.97,-0.03,3
105/09/29,260000,229100,0.88,0.90,0.87,0.90,-0.07,3
105/09/30,517000,521170,1.00,1.06,0.97,0.97,+0.07,14
105/10/03,105000,130250,1.08,1.34,1.08,1.25,+0.28,8
105/10/04,88000,111760,1.25,1.30,1.21,1.29,+0.04,7
105/10/05,122000,149260,1.24,1.24,1.11,1.11,-0.18,4
105/10/06,51000,67920,1.29,1.40,1.29,1.40,+0.29,4
105/10/07,29000,41080,1.48,1.48,1.34,1.37,-0.03,3
105/10/11,54000,65260,1.38,1.38,1.02,1.05,-0.32,5
105/10/12,60000,63400,1.01,1.08,1.01,1.08,+0.03,4
105/10/13,0,0,---,---,---,---,---,0
105/10/14,20000,16200,0.81,0.81,0.81,0.81,-0.27,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,130000,124080,0.89,1.05,0.89,1.05,+0.16,8
105/10/20,173000,185840,1.06,1.14,0.94,0.97,-0.08,12
105/10/21,63000,64680,0.96,1.06,0.96,0.98,+0.01,4
105/10/24,10000,10100,1.01,1.01,1.01,1.01,+0.03,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,8000,8240,1.03,1.03,1.03,1.03,+0.04,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,317000,183110,0.55,0.59,0.55,0.57,+0.01,20
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,10000,4500,0.45,0.45,0.45,0.45,+0.01,1
105/11/18,10000,4700,0.47,0.47,0.47,0.47,+0.02,1
105/11/21,10000,5000,0.50,0.50,0.50,0.50,+0.03,1
105/11/22,694000,460900,0.58,0.67,0.58,0.67,+0.17,4
105/11/23,10000,8400,0.84,0.84,0.84,0.84,+0.17,1
105/11/24,10000,7800,0.78,0.78,0.78,0.78,-0.06,1
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
