105/08/24,31000,17980,0.58,0.58,0.58,0.58,-0.01,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,207000,137320,0.68,0.69,0.66,0.66,-0.02,3
105/09/02,187000,119680,0.64,0.64,0.64,0.64,-0.02,2
105/09/05,0,0,---,---,---,---,---,0
105/09/06,23000,13110,0.57,0.57,0.57,0.57,0.00,1
105/09/07,292000,166450,0.56,0.60,0.56,0.59,+0.02,4
105/09/08,299000,178410,0.60,0.60,0.59,0.59,0.00,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,306000,162180,0.53,0.53,0.53,0.53,-0.04,2
105/09/13,200000,108000,0.54,0.54,0.54,0.54,+0.01,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,150000,109000,0.72,0.73,0.72,0.73,+0.10,2
105/09/29,0,0,---,---,---,---,---,0
105/09/30,100000,61000,0.61,0.61,0.61,0.61,-0.02,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,2000,1360,0.68,0.68,0.68,0.68,+0.06,1
105/10/05,345000,237500,0.63,0.70,0.63,0.70,+0.02,3
105/10/06,394000,282020,0.71,0.73,0.71,0.73,+0.03,4
105/10/07,171000,117720,0.69,0.69,0.68,0.68,-0.05,2
105/10/11,19000,11970,0.63,0.63,0.63,0.63,-0.05,2
105/10/12,15000,9000,0.60,0.60,0.60,0.60,-0.03,1
105/10/13,20000,12400,0.62,0.62,0.62,0.62,+0.02,1
105/10/14,20000,12200,0.61,0.61,0.61,0.61,-0.01,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
