105/10/04,8000,9600,1.20,1.20,1.20,1.20,+0.06,1
105/10/05,263000,322400,1.15,1.24,1.15,1.24,+0.04,5
105/10/06,269000,336270,1.26,1.28,1.23,1.28,+0.04,6
105/10/07,2000,2480,1.24,1.24,1.24,1.24,-0.04,1
105/10/11,12000,14040,1.17,1.17,1.17,1.17,-0.07,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,20000,23200,1.16,1.16,1.16,1.16,+0.01,1
105/10/14,20000,23200,1.16,1.16,1.16,1.16,0.00,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,114000,119700,1.05,1.05,1.05,1.05,-0.01,1
105/10/19,114000,124260,1.09,1.09,1.09,1.09,+0.04,1
105/10/20,10000,10600,1.06,1.06,1.06,1.06,-0.03,1
105/10/21,10000,10000,1.00,1.00,1.00,1.00,-0.06,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,29000,27930,0.96,0.97,0.96,0.97,+0.02,2
105/10/27,165000,161510,0.97,0.99,0.97,0.99,+0.02,6
105/10/28,134000,131460,0.98,0.99,0.97,0.97,-0.02,4
105/10/31,18000,16560,0.92,0.92,0.92,0.92,-0.05,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,99000,80190,0.81,0.81,0.81,0.81,-0.03,1
105/11/07,99000,78210,0.79,0.79,0.79,0.79,-0.02,1
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,630000,514370,0.77,0.89,0.77,0.89,+0.18,19
105/11/11,628000,545770,0.85,0.89,0.85,0.85,-0.04,12
105/11/14,52000,43680,0.84,0.84,0.84,0.84,-0.01,2
105/11/15,0,0,---,---,---,---,---,0
105/11/16,727000,562160,0.76,0.80,0.76,0.78,+0.01,13
105/11/17,983000,779710,0.77,0.80,0.76,0.80,+0.02,23
105/11/18,751000,577910,0.77,0.78,0.75,0.76,-0.04,16
105/11/21,192000,145520,0.76,0.77,0.75,0.77,+0.01,3
105/11/22,79000,62460,0.82,0.82,0.76,0.77,0.00,3
105/11/23,359000,271170,0.75,0.76,0.75,0.76,-0.01,5
105/11/24,368000,279100,0.73,0.76,0.73,0.75,-0.01,4
105/11/25,11000,7710,0.71,0.71,0.70,0.70,-0.05,2
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,152000,100320,0.66,0.66,0.66,0.66,+0.02,1
105/12/06,152000,94240,0.62,0.62,0.62,0.62,-0.04,1
105/12/07,54000,32940,0.61,0.61,0.61,0.61,-0.01,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
