105/08/24,1187000,1329320,1.12,1.20,1.07,1.16,+0.07,24
105/08/25,1090000,1282340,1.16,1.20,1.11,1.14,-0.02,23
105/08/26,1423000,1595810,1.12,1.15,1.10,1.15,+0.01,17
105/08/29,538000,614740,1.16,1.16,1.11,1.11,-0.04,16
105/08/30,313000,343470,1.11,1.11,1.09,1.10,-0.01,9
105/08/31,553000,599210,1.07,1.09,1.07,1.07,-0.03,7
105/09/01,483000,497840,1.05,1.05,0.98,0.98,-0.09,10
105/09/02,50000,46940,0.99,0.99,0.92,0.92,-0.06,4
105/09/05,266000,252860,0.95,0.96,0.95,0.96,+0.04,3
105/09/06,742000,734970,0.98,1.01,0.96,0.98,+0.02,12
105/09/07,1399000,1428880,0.99,1.06,0.99,1.06,+0.08,18
105/09/08,1066000,1126280,1.07,1.07,1.03,1.04,-0.02,20
105/09/09,843000,942860,1.10,1.13,1.08,1.08,+0.04,12
105/09/10,1037000,1032410,1.00,1.02,0.98,1.00,-0.08,28
105/09/12,513000,505000,1.00,1.02,0.95,0.95,-0.05,5
105/09/13,73000,70200,1.00,1.00,0.93,0.93,-0.02,2
105/09/14,400000,356000,0.90,0.90,0.88,0.88,-0.05,2
105/09/19,366000,334120,0.90,0.92,0.90,0.92,+0.04,5
105/09/20,355000,319650,0.91,0.91,0.87,0.89,-0.03,14
105/09/21,417000,378160,0.88,0.92,0.88,0.92,+0.03,6
105/09/22,1208000,1135040,0.93,0.98,0.91,0.94,+0.02,27
105/09/23,996000,914790,0.93,0.93,0.90,0.90,-0.04,23
105/09/26,66000,57800,0.90,0.90,0.87,0.87,-0.03,3
105/09/29,24000,20100,0.84,0.84,0.83,0.84,-0.03,3
105/09/30,8000,6640,0.83,0.83,0.83,0.83,-0.01,1
105/10/03,250000,210000,0.84,0.84,0.84,0.84,+0.01,2
105/10/04,1100000,955300,0.84,0.89,0.82,0.88,+0.04,13
105/10/05,513000,437710,0.87,0.87,0.84,0.87,-0.01,8
105/10/06,743000,663910,0.87,0.92,0.87,0.92,+0.05,9
105/10/07,591000,536730,0.93,0.93,0.87,0.87,-0.05,20
105/10/11,10000,6400,0.64,0.64,0.64,0.64,-0.23,1
105/10/12,12000,8540,0.67,0.72,0.67,0.72,+0.08,2
105/10/13,125000,85250,0.69,0.69,0.65,0.65,-0.07,2
105/10/14,110000,66600,0.66,0.66,0.60,0.60,-0.05,2
105/10/17,10000,6300,0.63,0.63,0.63,0.63,+0.03,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,23000,14030,0.61,0.61,0.61,0.61,-0.06,2
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,36000,21600,0.60,0.60,0.60,0.60,+0.02,3
105/10/26,21000,11760,0.56,0.56,0.56,0.56,-0.04,3
105/10/27,0,0,---,---,---,---,---,0
105/10/28,212000,110240,0.52,0.52,0.52,0.52,-0.03,2
105/10/31,25000,11750,0.47,0.47,0.47,0.47,-0.05,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,150000,30000,0.20,0.20,0.20,0.20,+0.04,1
105/11/21,150000,30000,0.20,0.20,0.20,0.20,0.00,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
