105/08/24,110000,124400,1.19,1.19,1.12,1.13,-0.05,3
105/08/25,118000,126440,1.07,1.08,1.07,1.08,-0.05,2
105/08/26,18000,19800,1.10,1.10,1.10,1.10,+0.02,1
105/08/29,28000,29980,1.06,1.09,1.06,1.09,-0.01,2
105/08/30,18000,18360,1.02,1.02,1.02,1.02,-0.07,1
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,20000,21500,1.08,1.08,1.07,1.07,+0.02,2
105/09/05,20000,21600,1.08,1.08,1.08,1.08,+0.01,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,18000,17100,0.95,0.95,0.95,0.95,+0.10,1
105/10/05,42000,42960,1.00,1.05,1.00,1.01,+0.06,3
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,18000,14760,0.82,0.82,0.82,0.82,-0.10,1
105/10/12,40000,32400,0.81,0.81,0.81,0.81,-0.01,3
105/10/13,0,0,---,---,---,---,---,0
105/10/14,41000,31200,0.80,0.80,0.76,0.76,-0.05,2
105/10/17,99000,71550,0.72,0.73,0.72,0.73,-0.03,7
105/10/18,99000,75240,0.76,0.76,0.76,0.76,+0.03,2
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
