105/08/24,120000,44200,0.36,0.37,0.36,0.37,+0.01,3
105/08/25,140000,46400,0.34,0.34,0.33,0.33,-0.04,3
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,50000,14500,0.29,0.29,0.29,0.29,-0.01,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,408000,89760,0.22,0.22,0.22,0.22,-0.06,1
105/09/08,448000,85520,0.21,0.21,0.19,0.19,-0.03,4
105/09/09,61000,11480,0.19,0.19,0.18,0.18,-0.01,3
105/09/10,61000,11590,0.19,0.19,0.19,0.19,+0.01,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,40000,6800,0.17,0.17,0.17,0.17,-0.01,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,20000,800,0.04,0.04,0.04,0.04,-0.06,2
105/10/17,15000,600,0.04,0.04,0.04,0.04,0.00,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,20000,400,0.02,0.02,0.02,0.02,-0.02,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,300000,3000,0.01,0.01,0.01,0.01,-0.02,1
