105/08/24,158000,164140,1.04,1.05,1.03,1.05,+0.02,6
105/08/25,28000,28970,1.04,1.04,1.01,1.01,-0.04,2
105/08/26,63000,61470,0.99,0.99,0.96,0.97,-0.04,5
105/08/29,674000,682500,1.00,1.03,1.00,1.01,+0.04,10
105/08/30,842000,842720,1.01,1.02,0.99,1.00,-0.01,12
105/08/31,568000,545830,0.98,0.98,0.93,0.96,-0.04,10
105/09/01,1065000,1295780,1.20,1.32,1.13,1.32,+0.36,21
105/09/02,935000,1146030,1.30,1.30,1.13,1.13,-0.19,37
105/09/05,782000,899290,1.13,1.19,1.06,1.19,+0.06,23
105/09/06,958000,1218750,1.27,1.32,1.21,1.23,+0.04,37
105/09/07,707000,863390,1.20,1.25,1.18,1.25,+0.02,28
105/09/08,612000,824900,1.32,1.36,1.32,1.33,+0.08,34
105/09/09,440000,566360,1.30,1.31,1.27,1.28,-0.05,15
105/09/10,105000,127450,1.21,1.23,1.21,1.21,-0.07,3
105/09/12,349000,446650,1.24,1.31,1.24,1.29,+0.08,11
105/09/13,819000,1046650,1.31,1.32,1.21,1.30,+0.01,34
105/09/14,498000,628370,1.25,1.33,1.24,1.33,+0.03,18
105/09/19,861000,1338590,1.39,1.77,1.39,1.69,+0.36,30
105/09/20,579000,1002470,1.78,1.83,1.58,1.59,-0.10,42
105/09/21,148000,232990,1.53,1.61,1.48,1.53,-0.06,8
105/09/22,10000,15400,1.54,1.54,1.54,1.54,+0.01,1
105/09/23,199000,333510,1.62,1.69,1.60,1.60,+0.06,9
105/09/26,92000,143700,1.58,1.58,1.54,1.56,-0.04,7
105/09/29,124000,209470,1.64,1.70,1.64,1.70,+0.14,6
105/09/30,236000,406260,1.74,1.74,1.61,1.74,+0.04,4
105/10/03,295000,562010,1.96,2.04,1.86,1.86,+0.12,7
105/10/04,60000,122800,2.06,2.06,2.04,2.04,+0.18,2
105/10/05,99000,184140,1.86,1.86,1.86,1.86,-0.18,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,10000,20400,2.04,2.04,2.04,2.04,+0.10,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,11000,18480,1.68,1.68,1.68,1.68,-0.17,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,20000,36600,1.83,1.83,1.83,1.83,-0.02,1
105/10/21,10000,16600,1.66,1.66,1.66,1.66,-0.17,1
105/10/24,1000,1460,1.46,1.46,1.46,1.46,-0.20,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,120000,153900,1.25,1.37,1.25,1.37,+0.09,3
105/11/07,160000,219800,1.41,1.43,1.24,1.24,-0.13,3
105/11/08,40000,56000,1.40,1.40,1.40,1.40,+0.16,1
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,29000,49300,1.70,1.70,1.70,1.70,+0.16,1
105/11/23,29000,53940,1.86,1.86,1.86,1.86,+0.16,1
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
