105/08/24,40000,15200,0.37,0.39,0.37,0.39,+0.02,2
105/08/25,30000,13000,0.42,0.46,0.42,0.46,+0.07,2
105/08/26,10000,4700,0.47,0.47,0.47,0.47,+0.01,1
105/08/29,20000,7600,0.38,0.38,0.38,0.38,-0.09,1
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,110000,44800,0.38,0.41,0.38,0.41,+0.09,2
105/09/07,20000,8200,0.41,0.41,0.41,0.41,0.00,1
105/09/08,50000,21100,0.43,0.43,0.41,0.41,0.00,2
105/09/09,70000,28000,0.40,0.40,0.40,0.40,-0.01,2
105/09/10,100000,34000,0.34,0.34,0.34,0.34,-0.06,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,80000,21500,0.26,0.33,0.26,0.33,+0.07,2
105/10/05,15000,5700,0.38,0.38,0.38,0.38,+0.05,3
105/10/06,20000,8500,0.45,0.45,0.40,0.40,+0.02,2
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,10000,4200,0.42,0.42,0.42,0.42,+0.08,1
105/10/13,40000,18200,0.45,0.47,0.45,0.47,+0.05,2
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,20000,6400,0.32,0.32,0.32,0.32,+0.03,1
105/10/25,12000,3720,0.31,0.31,0.31,0.31,-0.01,1
105/10/26,10000,3300,0.33,0.33,0.33,0.33,+0.02,1
