105/08/24,84000,235860,2.85,2.86,2.79,2.79,-0.21,4
105/08/25,10000,26000,2.60,2.60,2.60,2.60,-0.19,1
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,30000,76800,2.56,2.56,2.56,2.56,-0.55,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,1000,2720,2.72,2.72,2.72,2.72,+0.07,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,19000,60230,3.17,3.17,3.17,3.17,+0.10,1
105/09/22,19000,59890,3.19,3.19,3.15,3.15,-0.02,2
105/09/23,0,0,---,---,---,---,---,0
105/09/26,19000,59850,3.15,3.15,3.15,3.15,-0.03,1
105/09/29,38000,121030,3.17,3.20,3.17,3.20,+0.05,2
105/09/30,19000,57190,3.01,3.01,3.01,3.01,-0.19,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,3000,11700,3.90,3.90,3.90,3.90,+0.74,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,3000,8250,2.75,2.75,2.75,2.75,-0.64,1
105/10/12,20000,43600,2.18,2.18,2.18,2.18,-0.57,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,20000,45400,2.27,2.27,2.27,2.27,+0.16,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,29000,82360,2.84,2.84,2.84,2.84,-0.16,1
105/10/31,29000,77140,2.66,2.66,2.66,2.66,-0.18,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
