105/08/24,277000,168740,0.61,0.61,0.60,0.60,0.00,8
105/08/25,0,0,---,---,---,---,---,0
105/08/26,437000,285540,0.65,0.67,0.64,0.66,+0.07,11
105/08/29,238000,149820,0.63,0.63,0.62,0.62,-0.04,5
105/08/30,119000,80280,0.68,0.70,0.65,0.65,+0.03,10
105/08/31,74000,45680,0.63,0.63,0.60,0.60,-0.05,6
105/09/01,0,0,---,---,---,---,---,0
105/09/02,44000,26880,0.63,0.63,0.59,0.59,-0.01,6
105/09/05,23000,12910,0.57,0.57,0.55,0.55,-0.04,2
105/09/06,11000,5830,0.53,0.53,0.53,0.53,-0.02,1
105/09/07,23000,12700,0.55,0.56,0.55,0.55,+0.02,4
105/09/08,0,0,---,---,---,---,---,0
105/09/09,36000,20160,0.56,0.56,0.56,0.56,+0.02,2
105/09/10,16000,8320,0.52,0.52,0.52,0.52,-0.04,1
105/09/12,57000,30780,0.54,0.54,0.54,0.54,+0.02,2
105/09/13,160000,74990,0.49,0.49,0.45,0.45,-0.09,3
105/09/14,0,0,---,---,---,---,---,0
105/09/19,8000,3840,0.48,0.48,0.48,0.48,+0.02,1
105/09/20,3000,1410,0.47,0.47,0.47,0.47,-0.01,1
105/09/21,250000,130660,0.51,0.54,0.51,0.52,+0.05,9
105/09/22,232000,122660,0.53,0.53,0.52,0.53,+0.01,5
105/09/23,154000,84270,0.53,0.56,0.52,0.55,+0.02,9
105/09/26,91000,50110,0.55,0.56,0.55,0.55,0.00,7
105/09/29,32000,17900,0.54,0.57,0.54,0.57,+0.02,4
105/09/30,39000,21700,0.55,0.56,0.55,0.56,-0.01,5
105/10/03,128000,70790,0.56,0.56,0.55,0.55,-0.01,9
105/10/04,30000,16000,0.54,0.54,0.53,0.53,-0.02,2
105/10/05,5000,2550,0.51,0.51,0.51,0.51,-0.02,1
105/10/06,26000,13060,0.52,0.52,0.50,0.50,-0.01,3
105/10/07,67000,33500,0.50,0.50,0.50,0.50,0.00,3
105/10/11,79000,36630,0.47,0.48,0.44,0.44,-0.06,3
105/10/12,17000,7650,0.45,0.45,0.45,0.45,+0.01,2
105/10/13,3000,1260,0.42,0.42,0.42,0.42,-0.03,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,10000,3900,0.39,0.39,0.39,0.39,-0.02,1
105/10/19,0,0,---,---,---,---,---,0
105/10/20,2000,760,0.38,0.38,0.38,0.38,-0.01,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,3000,1230,0.41,0.41,0.41,0.41,+0.03,1
105/10/25,5000,2050,0.41,0.41,0.41,0.41,0.00,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,15000,5800,0.40,0.40,0.38,0.38,-0.02,2
105/10/28,10000,3650,0.37,0.37,0.36,0.36,-0.02,2
105/10/31,7000,2100,0.30,0.30,0.30,0.30,-0.06,1
105/11/01,5000,1400,0.28,0.28,0.28,0.28,-0.02,1
105/11/02,20000,4900,0.26,0.26,0.23,0.23,-0.05,4
105/11/03,65000,13700,0.22,0.22,0.21,0.21,-0.02,2
105/11/04,7000,1540,0.22,0.22,0.22,0.22,+0.01,1
105/11/07,338000,73360,0.22,0.22,0.21,0.21,-0.01,5
105/11/08,0,0,---,---,---,---,---,0
105/11/09,110000,20500,0.20,0.20,0.15,0.15,-0.06,3
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,15000,2070,0.15,0.15,0.13,0.13,-0.04,2
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,15000,2130,0.14,0.15,0.14,0.15,-0.01,2
105/11/18,0,0,---,---,---,---,---,0
105/11/21,100000,15000,0.15,0.15,0.15,0.15,0.00,2
