105/08/24,30000,10500,0.35,0.35,0.35,0.35,+0.01,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,15000,5100,0.34,0.34,0.34,0.34,-0.01,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,20000,6500,0.32,0.33,0.32,0.33,0.00,2
105/08/31,10000,3000,0.30,0.30,0.30,0.30,-0.03,1
105/09/01,30000,8100,0.27,0.27,0.27,0.27,-0.03,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,80000,19500,0.24,0.25,0.24,0.25,+0.01,2
105/09/07,30000,7500,0.25,0.25,0.25,0.25,0.00,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,35000,9800,0.28,0.28,0.28,0.28,+0.02,1
105/09/10,75000,18000,0.24,0.24,0.24,0.24,-0.04,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
