105/08/24,30000,31800,1.06,1.06,1.06,1.06,-0.05,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,120000,111600,0.93,0.93,0.93,0.93,-0.03,1
105/08/29,56000,50400,0.90,0.90,0.90,0.90,-0.03,1
105/08/30,0,0,---,---,---,---,---,0
105/08/31,2000,1740,0.87,0.87,0.87,0.87,-0.07,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,80000,74900,0.92,0.95,0.92,0.95,+0.08,4
105/09/08,50000,46500,0.93,0.93,0.93,0.93,-0.02,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,130000,103200,0.79,0.80,0.79,0.80,+0.02,3
105/09/22,30000,21600,0.72,0.72,0.72,0.72,-0.08,3
105/09/23,200000,132700,0.66,0.68,0.66,0.66,-0.06,6
105/09/26,20000,12600,0.63,0.63,0.63,0.63,-0.03,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,50000,31000,0.62,0.62,0.62,0.62,+0.04,1
105/10/04,52000,30720,0.59,0.61,0.59,0.61,-0.01,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,50000,28000,0.56,0.56,0.56,0.56,-0.01,2
105/10/07,50000,27500,0.55,0.55,0.55,0.55,-0.01,1
105/10/11,1610000,865400,0.58,0.59,0.48,0.48,-0.07,22
105/10/12,442000,172860,0.45,0.45,0.36,0.36,-0.12,7
105/10/13,378000,129320,0.35,0.35,0.34,0.34,-0.02,7
