105/08/24,686000,711330,1.10,1.10,1.00,1.01,-0.10,35
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,18000,17640,0.98,0.98,0.98,0.98,+0.11,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,15000,11250,0.75,0.75,0.75,0.75,-0.08,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,3000,1980,0.66,0.66,0.66,0.66,+0.02,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,20000,14000,0.70,0.70,0.70,0.70,-0.04,1
105/09/29,23000,16660,0.70,0.73,0.70,0.72,+0.02,4
105/09/30,42000,29300,0.72,0.72,0.69,0.69,-0.03,4
105/10/03,0,0,---,---,---,---,---,0
105/10/04,58000,39740,0.68,0.70,0.68,0.70,+0.02,3
105/10/05,48000,31780,0.66,0.67,0.66,0.66,-0.04,3
105/10/06,10000,6400,0.64,0.64,0.64,0.64,-0.02,1
105/10/07,20000,11600,0.58,0.58,0.58,0.58,-0.06,1
105/10/11,20000,11200,0.56,0.56,0.56,0.56,-0.02,1
105/10/12,5000,2550,0.51,0.51,0.51,0.51,-0.05,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
