105/11/14,38000,25490,0.68,0.68,0.67,0.67,-0.10,6
105/11/15,17000,10730,0.64,0.64,0.63,0.63,-0.04,2
105/11/16,0,0,---,---,---,---,---,0
105/11/17,10000,5900,0.59,0.59,0.59,0.59,-0.04,1
105/11/18,0,0,---,---,---,---,---,0
105/11/21,3000,1620,0.54,0.54,0.54,0.54,-0.05,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,8000,4240,0.53,0.53,0.53,0.53,-0.01,1
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,98000,56840,0.58,0.58,0.58,0.58,+0.02,2
105/11/29,98000,55860,0.57,0.57,0.57,0.57,-0.01,1
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,182000,103740,0.57,0.57,0.57,0.57,0.00,2
105/12/05,224000,125860,0.56,0.57,0.56,0.57,0.00,5
105/12/06,42000,23100,0.55,0.55,0.55,0.55,-0.02,1
105/12/07,146000,83220,0.57,0.57,0.57,0.57,+0.02,5
105/12/08,256000,143660,0.56,0.57,0.56,0.56,-0.01,7
105/12/09,199000,114000,0.56,0.58,0.56,0.58,+0.02,4
105/12/12,355000,211090,0.58,0.63,0.58,0.63,+0.05,10
105/12/13,198000,128850,0.67,0.67,0.63,0.64,+0.01,11
105/12/14,1000,620,0.62,0.62,0.62,0.62,-0.02,1
105/12/15,1000,610,0.61,0.61,0.61,0.61,-0.01,1
105/12/16,43000,24450,0.58,0.58,0.55,0.55,-0.06,3
105/12/19,11000,6160,0.56,0.56,0.56,0.56,+0.01,2
105/12/20,65000,36390,0.56,0.56,0.55,0.55,-0.01,3
