105/08/24,746000,667460,0.87,0.91,0.87,0.90,+0.08,17
105/08/25,35000,29850,0.82,0.87,0.82,0.86,-0.04,4
105/08/26,120000,103400,0.87,0.87,0.86,0.86,0.00,3
105/08/29,275000,242700,0.88,0.89,0.88,0.89,+0.03,4
105/08/30,163000,140560,0.88,0.88,0.85,0.85,-0.04,4
105/08/31,3000,2430,0.81,0.81,0.81,0.81,-0.04,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,1000,770,0.77,0.77,0.77,0.77,-0.01,1
105/09/05,75000,56000,0.72,0.76,0.72,0.76,-0.01,4
105/09/06,70000,54000,0.78,0.78,0.77,0.77,+0.01,2
105/09/07,30000,22400,0.74,0.75,0.74,0.75,-0.02,2
105/09/08,15000,10800,0.72,0.72,0.72,0.72,-0.03,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,10000,5900,0.59,0.59,0.59,0.59,+0.01,1
105/09/20,10000,6100,0.61,0.61,0.61,0.61,+0.02,1
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,6000,2700,0.45,0.45,0.45,0.45,-0.05,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,6000,2520,0.42,0.42,0.42,0.42,-0.01,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
