105/08/24,521000,162520,0.32,0.32,0.30,0.30,+0.01,9
105/08/25,820000,229300,0.28,0.29,0.27,0.28,-0.02,9
105/08/26,600000,173000,0.27,0.30,0.27,0.29,+0.01,7
105/08/29,100000,30000,0.30,0.30,0.30,0.30,+0.01,1
105/08/30,0,0,---,---,---,---,---,0
105/08/31,500000,131000,0.26,0.27,0.26,0.26,-0.03,4
105/09/01,420000,102800,0.25,0.25,0.24,0.24,-0.02,4
105/09/02,600000,128000,0.24,0.24,0.20,0.20,-0.04,4
105/09/05,100000,23000,0.23,0.23,0.23,0.23,+0.03,1
105/09/06,300000,69000,0.23,0.23,0.23,0.23,0.00,3
105/09/07,500000,106000,0.20,0.22,0.20,0.22,-0.01,4
105/09/08,400000,83000,0.21,0.21,0.20,0.20,-0.02,3
105/09/09,100000,18000,0.18,0.18,0.18,0.18,-0.02,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,90000,9900,0.11,0.11,0.11,0.11,-0.01,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,90000,5400,0.06,0.06,0.06,0.06,-0.02,1
105/10/04,270000,13500,0.05,0.05,0.05,0.05,-0.01,3
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
