105/08/24,19000,7220,0.38,0.38,0.38,0.38,-0.01,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,69000,28750,0.43,0.43,0.41,0.41,+0.04,3
105/08/29,59000,23310,0.39,0.40,0.39,0.40,-0.01,3
105/08/30,48000,21410,0.45,0.46,0.43,0.43,+0.03,4
105/08/31,38000,14820,0.39,0.39,0.39,0.39,-0.04,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,19000,7370,0.39,0.39,0.38,0.38,+0.01,2
105/09/05,19000,6460,0.34,0.34,0.34,0.34,-0.04,1
105/09/06,20000,6300,0.31,0.32,0.31,0.32,-0.02,2
105/09/07,5000,1600,0.32,0.32,0.32,0.32,0.00,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,10000,3000,0.30,0.30,0.30,0.30,+0.01,1
105/09/13,115000,27900,0.26,0.26,0.24,0.24,-0.06,2
105/09/14,0,0,---,---,---,---,---,0
105/09/19,10000,2500,0.25,0.25,0.25,0.25,+0.01,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,32000,9140,0.29,0.29,0.28,0.28,+0.03,2
105/09/22,0,0,---,---,---,---,---,0
105/09/23,39000,11320,0.28,0.30,0.28,0.30,+0.02,4
105/09/26,96000,27950,0.29,0.30,0.29,0.30,0.00,4
105/09/29,26000,7990,0.31,0.31,0.30,0.30,0.00,2
105/09/30,20000,5500,0.28,0.28,0.27,0.27,-0.03,2
105/10/03,84000,23400,0.28,0.28,0.27,0.28,+0.01,4
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,143000,27170,0.19,0.19,0.19,0.19,0.00,3
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,10000,300,0.03,0.03,0.03,0.03,-0.07,1
105/11/09,0,0,---,---,---,---,---,0
