105/08/24,490000,586660,1.18,1.20,1.18,1.20,+0.03,12
105/08/25,1365000,1682460,1.21,1.26,1.19,1.26,+0.06,15
105/08/26,248000,300570,1.25,1.25,1.16,1.17,-0.09,10
105/08/29,727000,821650,1.14,1.15,1.11,1.15,-0.02,8
105/08/30,1417000,1816750,1.20,1.33,1.19,1.29,+0.14,24
105/08/31,1028000,1316280,1.22,1.38,1.22,1.32,+0.03,19
105/09/01,71000,97890,1.35,1.40,1.35,1.36,+0.04,7
105/09/02,229000,349980,1.47,1.58,1.47,1.51,+0.15,7
105/09/05,275000,441890,1.58,1.70,1.58,1.70,+0.19,7
105/09/06,278000,459960,1.64,1.69,1.63,1.63,-0.07,15
105/09/07,188000,307200,1.65,1.65,1.63,1.63,0.00,4
105/09/08,50000,77500,1.55,1.55,1.55,1.55,-0.08,1
105/09/09,76000,118060,1.55,1.56,1.55,1.56,+0.01,2
105/09/10,119000,163740,1.40,1.40,1.33,1.33,-0.23,3
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,210000,281500,1.35,1.35,1.31,1.31,-0.07,2
105/09/19,0,0,---,---,---,---,---,0
105/09/20,93000,142560,1.53,1.56,1.53,1.56,+0.02,2
105/09/21,111000,173430,1.56,1.59,1.55,1.59,+0.03,4
105/09/22,18000,29160,1.62,1.62,1.62,1.62,+0.03,1
105/09/23,90000,155600,1.68,1.81,1.68,1.81,+0.19,9
105/09/26,80000,139900,1.68,1.79,1.68,1.79,-0.02,2
105/09/29,0,0,---,---,---,---,---,0
105/09/30,10000,17100,1.71,1.71,1.71,1.71,-0.04,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,30000,39500,1.31,1.33,1.31,1.31,-0.17,3
105/10/14,30000,36000,1.20,1.20,1.20,1.20,-0.11,2
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,116000,156500,1.34,1.35,1.34,1.35,+0.05,8
105/10/24,17000,30600,1.80,1.80,1.80,1.80,+0.45,1
105/10/25,99000,191070,1.93,1.93,1.93,1.93,+0.13,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,15000,36700,2.44,2.46,2.44,2.46,+0.10,2
105/11/01,15000,40450,2.68,2.73,2.68,2.73,+0.27,2
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
