105/08/24,1000,3550,3.55,3.55,3.55,3.55,-0.05,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,1000,3480,3.48,3.48,3.48,3.48,-0.07,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,1000,3920,3.92,3.92,3.92,3.92,+0.22,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,10000,43000,4.30,4.30,4.30,4.30,+0.27,1
105/09/05,27000,127770,4.48,4.89,4.48,4.89,+0.59,5
105/09/06,59000,291600,4.81,5.05,4.79,5.00,+0.11,12
105/09/07,34000,165560,5.00,5.00,4.83,4.83,-0.17,4
105/09/08,1000,4660,4.66,4.66,4.66,4.66,-0.17,1
105/09/09,11000,52160,4.76,4.76,4.56,4.56,-0.10,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,10000,39000,3.90,3.90,3.90,3.90,-0.41,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,1000,3850,3.85,3.85,3.85,3.85,-0.16,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,1000,3120,3.12,3.12,3.12,3.12,-0.41,1
