105/08/24,30000,24300,0.82,0.82,0.79,0.79,-0.01,3
105/08/25,40000,32300,0.80,0.83,0.80,0.83,+0.04,2
105/08/26,20000,16800,0.85,0.85,0.83,0.83,0.00,2
105/08/29,80000,63200,0.83,0.83,0.78,0.78,-0.05,8
105/08/30,125000,100250,0.79,0.82,0.79,0.80,+0.02,7
105/08/31,50000,39200,0.80,0.80,0.78,0.78,-0.02,5
105/09/01,373000,299840,0.78,0.84,0.78,0.81,+0.03,38
105/09/02,458000,368040,0.81,0.83,0.75,0.76,-0.05,11
105/09/05,88000,65950,0.75,0.75,0.74,0.74,-0.02,10
105/09/06,110000,85100,0.78,0.79,0.76,0.76,+0.02,11
105/09/07,132000,100100,0.78,0.78,0.72,0.72,-0.04,11
105/09/08,40000,29200,0.72,0.74,0.72,0.72,0.00,4
105/09/09,72000,49320,0.72,0.72,0.66,0.67,-0.05,7
105/09/10,120000,77600,0.64,0.66,0.63,0.66,-0.01,12
105/09/12,280000,172200,0.69,0.69,0.60,0.60,-0.06,10
105/09/13,68000,39800,0.60,0.60,0.57,0.57,-0.03,6
105/09/14,120000,64700,0.56,0.56,0.53,0.53,-0.04,5
105/09/19,178000,98880,0.54,0.56,0.54,0.54,+0.01,6
105/09/20,173000,92260,0.55,0.55,0.53,0.53,-0.01,6
105/09/21,20000,11000,0.55,0.55,0.55,0.55,+0.02,2
105/09/22,30000,16200,0.55,0.55,0.53,0.53,-0.02,3
105/09/23,30000,15900,0.53,0.53,0.53,0.53,0.00,2
105/09/26,0,0,---,---,---,---,---,0
105/09/29,10000,5000,0.50,0.50,0.50,0.50,-0.01,1
105/09/30,10000,4600,0.46,0.46,0.46,0.46,-0.04,1
105/10/03,1418000,742850,0.49,0.56,0.49,0.55,+0.09,17
105/10/04,1383000,732180,0.54,0.54,0.51,0.52,-0.03,24
105/10/05,0,0,---,---,---,---,---,0
105/10/06,219000,113340,0.50,0.52,0.48,0.52,+0.01,5
105/10/07,208000,101120,0.49,0.49,0.47,0.47,-0.05,3
105/10/11,361000,172880,0.48,0.48,0.44,0.44,-0.03,4
105/10/12,381000,166990,0.45,0.45,0.41,0.41,-0.03,6
105/10/13,0,0,---,---,---,---,---,0
105/10/14,23000,7820,0.34,0.34,0.34,0.34,-0.07,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,11000,3620,0.32,0.33,0.32,0.33,0.00,2
105/10/19,168000,65520,0.39,0.39,0.39,0.39,+0.06,1
105/10/20,168000,62160,0.37,0.37,0.37,0.37,-0.02,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,20000,6800,0.34,0.34,0.34,0.34,0.00,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,40000,13400,0.33,0.34,0.33,0.34,+0.01,2
105/10/28,168000,63840,0.38,0.38,0.38,0.38,+0.04,1
105/10/31,168000,63840,0.38,0.38,0.38,0.38,0.00,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,53000,4300,0.10,0.10,0.08,0.08,-0.07,3
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,168000,21840,0.13,0.13,0.13,0.13,0.00,1
105/11/30,168000,21840,0.13,0.13,0.13,0.13,0.00,1
105/12/01,0,0,---,---,---,---,---,0
105/12/02,81000,9720,0.12,0.12,0.12,0.12,0.00,1
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,90000,14000,0.14,0.16,0.14,0.16,+0.06,4
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,20000,1800,0.09,0.09,0.09,0.09,0.00,1
105/12/23,0,0,---,---,---,---,---,0
105/12/26,80000,7200,0.09,0.09,0.09,0.09,-0.01,1
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
